"","V1","V2","V2.1","V1.1","V1.2","V1.3","V1.4","V3","V4","V3.1","V1.5","V5","V1.6","V5.1","V4.1","V1.7","V4.2","V5.2","V5.3","V4.3","V5.4","V5.5","V1.8","V5.6","V5.7","V5.8","V5.9","V5.10","V5.11","V4.4","V5.12","V2.2","V5.13","V5.14","V3.2","V2.3","V1.9","V5.15","V3.3","V5.16","V4.5","V5.17","V5.18","V5.19","V4.6","V3.4","V4.7","V4.8","V4.9","V3.5","V3.6","V1.10","V5.20","V1.11","V5.21","V5.22","V2.4","V5.23","V5.24","V5.25","V2.5","V5.26","V5.27","V1.12","V2.6","V5.28","V5.29","V2.7","V2.8","V5.30","V1.13","V1.14","V1.15","V3.7","V5.31","V1.16","V4.10","V2.9","V2.10","V4.11","V5.32","V2.11","V2.12","V2.13","V4.12","V3.8","V5.33","V1.17","V1.18","V1.19","V1.20","V2.14","V1.21","V1.22","V1.23","V2.15","V2.16","V1.24","V3.9","V2.17","V3.10","V2.18","V5.34","V5.35","V2.19","V2.20","V2.21","V2.22","V2.23","V1.25","V2.24","V5.36","V1.26","V5.37","V2.25","V1.27","V2.26","V2.27","V4.13","V2.28","V2.29","V1.28","V2.30","V2.31","V2.32","V2.33","V2.34","V2.35","V4.14","V2.36","V2.37","V2.38","V1.29","V2.39","V2.40","V2.41","V2.42","V3.11","V2.43","V1.30","V2.44","V1.31","V4.15","V1.32","V2.45","V2.46","V2.47","V2.48","V2.49","V3.12","V3.13","V3.14","V3.15","V3.16","V5.38","V2.50","V2.51","V2.52","V4.16","V1.33","V2.53","V1.34","V3.17","V1.35","V2.54","V2.55","V2.56","V2.57","V2.58","V1.36","V2.59","V2.60","V2.61","V2.62","V3.18","V2.63","V3.19","V1.37","V1.38","V2.64","V3.20","V5.39","V2.65","V2.66","V2.67","V1.39","V5.40","V1.40","V2.68","V2.69","V4.17","V1.41","V1.42","V2.70","V5.41","V1.43","V3.21","V5.42","V5.43","V1.44","V1.45","V1.46","V2.71","V2.72","V4.18"
"1",1.41176470588235,1.07142857142857,1.23076923076923,1.96551724137931,1.86363636363636,1.1875,2.06666666666667,1.15094339622642,1.19047619047619,1.35294117647059,1.31428571428571,1.1875,2.96153846153846,1.31944444444444,1.21019108280255,1.3125,1.05555555555556,1.44827586206897,1.4375,1.0625,1,1.18181818181818,1.46153846153846,1.0625,2.09756097560976,1.95833333333333,2.23809523809524,1.07692307692308,3.03333333333333,3.43307086614173,2.40909090909091,1.57894736842105,1.75892857142857,1.31818181818182,7.29457364341085,1.81818181818182,1.66949152542373,1.95402298850575,1.23333333333333,2.46153846153846,1.05660377358491,1.21212121212121,1,1,2.03076923076923,1.08333333333333,4.07777777777778,3.6,1,1.80555555555556,2.21428571428571,1.04444444444444,2.58064516129032,1.125,2.16923076923077,1.4,1.5,1,1.0625,1.79591836734694,1.18181818181818,2.22222222222222,1.11764705882353,1.48421052631579,1.09090909090909,2.17808219178082,1.44827586206897,1.75,1.16666666666667,1.52380952380952,1.71428571428571,1.13636363636364,1.70588235294118,1.22641509433962,1.7027027027027,1.125,8.11267605633803,1.38461538461538,1.57142857142857,3.80188679245283,1.36170212765957,1.01923076923077,1.11764705882353,1.04347826086957,1.75,1.0625,2.25531914893617,1.19444444444444,1.19354838709677,1.8,2,1.58536585365854,2,1.4,1.28571428571429,1.1875,1.21428571428571,1.0952380952381,1.13636363636364,1.14285714285714,1,1.04761904761905,1.95348837209302,1,2,1.10714285714286,1.06153846153846,1.51515151515152,2.25,1.37037037037037,1,1.07142857142857,1.0952380952381,1.10344827586207,2.55,1.57142857142857,1.09090909090909,1.07692307692308,1.08163265306122,1.38775510204082,1.90909090909091,1.23076923076923,1.11764705882353,1.2093023255814,2.14814814814815,1.89189189189189,1.75,1.0625,1,1.43478260869565,2.3448275862069,1.27906976744186,1.03030303030303,1.60869565217391,1.92156862745098,1.41666666666667,1.85106382978723,1.08,1.83950617283951,1.19047619047619,1.28571428571429,1.83333333333333,1.16129032258065,1.26315789473684,1.42857142857143,1.67857142857143,1.6046511627907,1.7741935483871,1.21428571428571,1.29268292682927,1.2625,1.0952380952381,1.675,1.44303797468354,1.28,1.5974025974026,1.35714285714286,1.44444444444444,1.22448979591837,1.30434782608696,2.09090909090909,1.28125,2.2962962962963,1.05263157894737,1.375,1.56818181818182,1.58333333333333,1.32258064516129,1.84615384615385,2.55555555555556,1.26415094339623,1.35185185185185,1.33333333333333,1.47619047619048,1.18181818181818,1.3125,1.11764705882353,1.3448275862069,1.88235294117647,1.18181818181818,1.3,1.26470588235294,2.39130434782609,1.26470588235294,1.07142857142857,1.04761904761905,1,1.35,1.625,1.78846153846154,1.05,1.42647058823529,1.03703703703704,1.57142857142857,1.15714285714286,1.22641509433962,1.02040816326531,1.11111111111111,1,1.29166666666667,1.29411764705882,1.0625,1.4375,1.05454545454545,1
