"","V8","V8.1","V7","V10","V10.1","V6","V1","V9","V4","V9.1","V5","V9.2","V6.1","V5.1","V5.2","V8.2","V3","V9.3","V10.2","V7.1","V3.1","V8.3","V1.1","V5.3","V7.2","V3.2","V7.3","V5.4","V7.4","V5.5","V7.5","V2","V7.6","V5.6","V10.3","V2.1","V3.3","V3.4","V8.4","V7.7","V8.5","V9.4","V1.2","V9.5","V7.8","V1.3","V8.6","V8.7","V1.4","V6.2","V9.6","V9.7","V3.5","V9.8","V8.8","V3.6","V7.9","V6.3","V7.10","V8.9","V8.10","V7.11","V5.7","V6.4","V10.4","V3.7","V8.11","V8.12","V10.5","V8.13","V6.5","V10.6","V10.7","V7.12","V5.8","V6.6","V3.8","V4.1","V4.2","V8.14","V4.3","V9.9","V10.8","V10.9","V8.15","V1.5","V7.13","V10.10","V8.16","V9.10","V6.7","V9.11","V7.14","V3.9","V5.9","V6.8","V8.17","V10.11","V3.10","V9.12","V10.12","V4.4","V7.15","V10.13","V10.14","V7.16","V8.18","V9.13","V9.14","V5.10","V9.15","V9.16","V10.15","V5.11","V9.17","V7.17","V10.16","V5.12","V8.19","V4.5","V4.6","V7.18","V2.2","V7.19","V7.20","V9.18","V7.21","V7.22","V9.19","V5.13","V10.17","V4.7","V7.23","V7.24","V7.25","V5.14","V9.20","V10.18","V1.6","V1.7","V2.3","V2.4","V9.21","V4.8","V6.9","V7.26","V9.22","V9.23","V6.10","V7.27","V3.11","V1.8","V7.28","V8.20","V6.11","V1.9","V10.19","V4.9","V2.5","V5.15","V7.29","V8.21","V1.10","V1.11","V7.30","V10.20","V10.21","V1.12","V7.31","V10.22","V4.10","V7.32","V9.24","V10.23","V1.13","V9.25","V7.33","V8.22","V8.23","V4.11","V4.12","V5.16","V10.24","V8.24","V10.25","V10.26","V4.13","V9.26","V3.12","V7.34","V9.27","V7.35","V8.25","V10.27","V7.36","V7.37","V7.38","V7.39","V9.28","V9.29","V9.30","V9.31","V4.14","V1.14","V7.40"
"1",1.625,1.14285714285714,1,1.6,1,1.23333333333333,1.11538461538462,1.57692307692308,1.30769230769231,1.64705882352941,1.08,1,1.07407407407407,1.58333333333333,2.0655737704918,1,1.1,1.42857142857143,1.2,1,1.18181818181818,1.23809523809524,1.125,1.09090909090909,1.30769230769231,1.69230769230769,1.09375,1,1.73684210526316,1.14285714285714,1.04761904761905,1.45454545454545,1.51923076923077,1.46153846153846,1.34285714285714,1.16666666666667,1.44,2.02702702702703,1,1.42857142857143,1.26666666666667,1.07692307692308,1.14285714285714,1,1.16666666666667,1.07142857142857,1.14864864864865,1.32432432432432,1.07692307692308,1.125,1.01960784313726,1.6,1.03571428571429,1.11111111111111,1.65217391304348,1.2,1.1,1.10526315789474,1,1.11428571428571,1,1.0625,1,1.6,1,1.87037037037037,1.78260869565217,1,1,1.9047619047619,1.22727272727273,1,1,1.55172413793103,1.25,1.11111111111111,3.94594594594595,1.25,1.27272727272727,1.76190476190476,1.10344827586207,2.5,1.125,1.14814814814815,1,1.2,1.06451612903226,1.11111111111111,1.16666666666667,1.22222222222222,1.23076923076923,1.45454545454545,1.27777777777778,1.22857142857143,1.14285714285714,1.4,1.33333333333333,1.77777777777778,1.06666666666667,1.61538461538462,1,1.27272727272727,2.12903225806452,1,1.03448275862069,1.66666666666667,1.16666666666667,1.31818181818182,1.58823529411765,1.05882352941176,1,1,1.32,1.48,1.24,1.33333333333333,1,1,1.24137931034483,1.36363636363636,1.42857142857143,2.16666666666667,1.03846153846154,2.58620689655172,1.17857142857143,1.50704225352113,1.7,1.125,1,1.13333333333333,1.40740740740741,1.375,1.16,1,1.11428571428571,1,1.8,1.64516129032258,1.25,1.125,1.11111111111111,1.16666666666667,1.15789473684211,1.22222222222222,1.23529411764706,1.70588235294118,1.95,1.02941176470588,1,1.07142857142857,1.01612903225806,1.5,1.21212121212121,1,1.07142857142857,1.31428571428571,1,1.3,1.05714285714286,1.17647058823529,1.23809523809524,1,2.05882352941176,1.36363636363636,1.44444444444444,1.6,1.14285714285714,1.0952380952381,1.04761904761905,1,1.20588235294118,1.5,1,1.06666666666667,1.23529411764706,1.22222222222222,1.3,1.38095238095238,1.3,1.03333333333333,1.38461538461538,1,1.15,1.38235294117647,1.28571428571429,1.30769230769231,1.07692307692308,1.3030303030303,1.4047619047619,1.14,1.1,2.11764705882353,1.02439024390244,1,1.02083333333333,1.36363636363636,1.54285714285714,1.18181818181818,1,1,1,1.22222222222222,1.52631578947368,1.55172413793103,1.3
