"","V11","V26","V12","V11.1","V11.2","V11.3","V8","V8.1","V13","V29","V11.4","V11.5","V11.6","V11.7","V22","V8.2","V3","V11.8","V3.1","V7","V11.9","V11.10","V30","V25","V3.2","V3.3","V3.4","V21","V3.5","V22.1","V3.6","V26.1","V3.7","V3.8","V29.1","V26.2","V2","V3.9","V29.2","V11.11","V11.12","V11.13","V11.14","V11.15","V1","V8.3","V1.1","V1.2","V21.1","V21.2","V8.4","V11.16","V3.10","V11.17","V3.11","V3.12","V26.3","V11.18","V9","V3.13","V26.4","V3.14","V3.15","V2.1","V26.5","V3.16","V3.17","V26.6","V21.3","V3.18","V23","V19","V8.5","V11.19","V3.19","V3.20","V7.1","V26.7","V26.8","V13.1","V11.20","V18","V18.1","V11.21","V13.2","V15","V11.22","V18.2","V8.6","V4","V11.23","V18.3","V11.24","V11.25","V11.26","V26.9","V26.10","V11.27","V11.28","V11.29","V11.30","V30.1","V11.31","V11.32","V11.33","V14","V11.34","V11.35","V14.1","V19.1","V11.36","V28","V11.37","V11.38","V17","V11.39","V26.11","V11.40","V11.41","V14.2","V18.4","V19.2","V19.3","V11.42","V18.5","V18.6","V18.7","V26.12","V26.13","V11.43","V11.44","V11.45","V11.46","V11.47","V18.8","V26.14","V18.9","V18.10","V18.11","V19.4","V26.15","V11.48","V3.21","V19.5","V18.12","V11.49","V18.13","V18.14","V26.16","V11.50","V11.51","V11.52","V11.53","V11.54","V11.55","V17.1","V26.17","V17.2","V11.56","V11.57","V11.58","V19.6","V8.7","V11.59","V27","V11.60","V26.18","V17.3","V17.4","V11.61","V11.62","V19.7","V26.19","V17.5","V8.8","V18.15","V11.63","V23.1","V11.64","V11.65","V11.66","V11.67","V17.6","V13.3","V26.20","V25.1","V11.68","V11.69","V17.7","V17.8","V26.21","V20","V11.70","V26.22","V25.2","V11.71","V11.72","V11.73","V11.74","V11.75","V8.9","V11.76","V17.9","V8.10","V11.77"
"1",1,2.07142857142857,1.375,3.05263157894737,1.07317073170732,1.88732394366197,1.08910891089109,3.52,2.55172413793103,1.31914893617021,1.33962264150943,1.17647058823529,1.30882352941176,1.01339285714286,1.32432432432432,1.21428571428571,1.17647058823529,1.58536585365854,2.41176470588235,1,1.26086956521739,1,1.27272727272727,1,1.19626168224299,1.69230769230769,1.22909090909091,1,1.26548672566372,4.76130653266332,1.2625,2.69565217391304,1.39275766016713,1.80769230769231,5.67662565905097,3.25,2.83727810650888,1.63559322033898,1.23684210526316,1.02054794520548,1.17821782178218,1.26785714285714,1,4,1.11262798634812,1.82758620689655,4.77560975609756,4.03296703296703,2.5,1.76363636363636,1.05232558139535,2.97368421052632,1.75,3.14285714285714,2.41428571428571,1.15,1.88235294117647,1.1685393258427,1.64285714285714,1.22900763358779,1,1.55263157894737,1.21428571428571,1.07258064516129,1,1.74347826086957,2.59036144578313,2.63636363636364,1.375,2.05633802816901,2.11971830985915,1.84375,1.26086956521739,2.35,1.82258064516129,1.35294117647059,7,3.45454545454545,3.35714285714286,5.25625,1.375,3.07692307692308,1.15,1.06741573033708,1.09146341463415,1.17647058823529,1.07389162561576,2.18421052631579,1.42857142857143,1.06,1.75,2.81132075471698,1.54545454545455,3.13559322033898,2.05,1.17647058823529,3.625,1.31034482758621,1.5625,1.11538461538462,1,1,1.20610687022901,4,1.02727272727273,1.31578947368421,1.19411764705882,1.14516129032258,1.08411214953271,1.76595744680851,2.95652173913043,1,2.5,1.31318681318681,1.25714285714286,1.6,1.75,1.54545454545455,4.11320754716981,1.48,1.35294117647059,1.08450704225352,1.82978723404255,1.01013513513514,1.21259842519685,2.42638036809816,1.52173913043478,2.09090909090909,1,1.85714285714286,1.56842105263158,1.52173913043478,4.08571428571429,3.42307692307692,2.47115384615385,1,2.11504424778761,1.07725321888412,1.50190114068441,2.76470588235294,3.18181818181818,1.13846153846154,1.4390243902439,3.47058823529412,1.11688311688312,1.95121951219512,3.63076923076923,3.23404255319149,2.09090909090909,1.50649350649351,1.74050632911392,2.05,2.58108108108108,1.78688524590164,1.17142857142857,1.36585365853659,1,1.05660377358491,1.13291139240506,1.28125,1.22641509433962,3.19512195121951,3.14285714285714,1.1304347826087,1,1.15,2.09090909090909,1.05084745762712,1.4390243902439,2.01785714285714,1.20547945205479,2.93069306930693,3.25,1,1.10714285714286,1,2.8,1,2.05,2.97727272727273,1.18,2.97560975609756,1.04411764705882,5.29230769230769,2.09090909090909,1.02290076335878,2.3448275862069,1.48387096774194,1.52173913043478,1.23560209424084,1,1.38918918918919,1.41860465116279,1,2.00714285714286,1.65546218487395,1.072,1.29577464788732,1.11538461538462,2.125,1.70588235294118,1.64285714285714,1.84905660377358,2.21621621621622,2.58823529411765
