"","V2","V34","V34.1","V30","V2.1","V30.1","V30.2","V30.3","V8","V30.4","V6","V30.5","V30.6","V6.1","V30.7","V6.2","V38","V6.3","V30.8","V6.4","V30.9","V6.5","V42","V6.6","V30.10","V6.7","V6.8","V38.1","V6.9","V38.2","V6.10","V34.2","V6.11","V30.11","V5","V34.3","V45","V6.12","V30.12","V6.13","V30.13","V30.14","V32","V30.15","V39","V30.16","V39.1","V39.2","V41","V41.1","V5.1","V30.17","V6.14","V30.18","V6.15","V6.16","V34.4","V30.19","V44","V6.17","V34.5","V6.18","V23","V30.20","V46","V6.19","V6.20","V34.6","V39.3","V6.21","V19","V2.2","V2.3","V30.21","V6.22","V6.23","V36","V34.7","V34.8","V8.1","V30.22","V4","V2.4","V30.23","V30.24","V30.25","V30.26","V2.5","V2.6","V30.27","V30.28","V4.1","V30.29","V30.30","V30.31","V34.9","V34.10","V2.7","V30.32","V2.8","V2.9","V2.10","V30.33","V30.34","V30.35","V30.36","V30.37","V30.38","V30.39","V30.40","V30.41","V36.1","V30.42","V30.43","V22","V30.44","V46.1","V50","V30.45","V22.1","V34.11","V30.46","V3","V30.47","V30.48","V4.2","V30.49","V34.12","V36.2","V30.50","V30.51","V30.52","V30.53","V30.54","V30.55","V34.13","V4.3","V4.4","V30.56","V2.11","V34.14","V30.57","V30.58","V2.12","V4.5","V30.59","V4.6","V30.60","V34.15","V30.61","V30.62","V30.63","V30.64","V30.65","V30.66","V30.67","V34.16","V30.68","V30.69","V30.70","V30.71","V30.72","V2.13","V30.73","V30.74","V22.2","V34.17","V30.75","V4.7","V30.76","V30.77","V3.1","V34.18","V30.78","V30.79","V22.3","V30.80","V30.81","V30.82","V30.83","V30.84","V30.85","V30.86","V37","V34.19","V11","V30.87","V30.88","V22.4","V30.89","V34.20","V30.90","V30.91","V34.21","V29","V30.92","V15","V30.93","V2.14","V30.94","V2.15","V30.95","V30.96","V2.16","V30.97"
"1",1.66666666666667,6,1,3.5,1.84615384615385,2.38709677419355,2.84210526315789,1.85714285714286,2.33333333333333,1.42105263157895,1.25,1.28571428571429,5.46153846153846,1.56666666666667,1.22857142857143,1.2,1,1.71428571428571,1.5,1.33333333333333,1,1.04545454545455,1.25,1.2,1.16363636363636,1.57142857142857,1.29,1,2.06060606060606,3.14358974358974,1.65384615384615,4.2,1.51127819548872,1.85714285714286,3.00579710144928,5.5,2.00735294117647,1.88888888888889,1.28571428571429,1.03030303030303,2.25714285714286,1.07407407407407,1,1.95,1.16666666666667,1.66666666666667,3.245,3.24050632911392,1.71428571428571,1.07843137254902,1.0625,2.3125,2.33333333333333,3.81818181818182,1.97315436241611,1.66666666666667,2.16666666666667,1.38461538461538,1,1.44444444444444,1.5,1.07692307692308,1,1.26666666666667,1.5,1.52439024390244,2.22222222222222,4,1.5,2.21428571428571,1.75,4.83333333333333,2,6.15384615384615,1.25,1.16666666666667,6.25242718446602,4,3.75,3.72727272727273,4.93333333333333,1.02631578947368,5.66666666666667,3.15,2.42105263157895,1,1.07058823529412,1.55,6.14285714285714,2.75,8,1.33333333333333,3.54545454545455,2.84615384615385,2.66666666666667,1.14285714285714,3,3.28571428571429,1.55555555555556,1.18181818181818,1.2,5,1.46153846153846,2.8,2.76190476190476,2.625,4.53846153846154,1.72727272727273,1.08823529411765,1.33333333333333,8,1,6.3,6.38888888888889,2.08333333333333,3.75,1,1,6.23076923076923,1.25423728813559,4,1.375,1.64705882352941,1.20754716981132,1.13265306122449,1.25342465753425,1.44444444444444,2.33333333333333,1,2.07142857142857,2.03448275862069,2.7,5.8,1.53333333333333,1.11111111111111,1,1.61702127659574,1.01351351351351,1.2,2.8,3.66666666666667,1.04761904761905,2.81818181818182,8.33333333333333,1.25,1.45454545454545,1.30769230769231,1.28,3.33333333333333,3.82352941176471,1.73170731707317,3,6.28571428571429,2.35714285714286,1.5,1.34210526315789,1,1,1.53061224489796,3.14285714285714,1.4,1.02941176470588,1.03703703703704,3.25,2.2,1.02702702702703,1.5,1.19354838709677,1.13636363636364,2.625,3.86363636363636,1.38333333333333,3.66666666666667,3.28571428571429,1.27272727272727,2.25,4.3,2.53846153846154,5,4.38461538461539,2.66666666666667,3.92307692307692,1.28,2.17777777777778,2.33333333333333,1.61904761904762,2.14285714285714,3,1.10810810810811,2.52941176470588,2.5,2.38461538461538,4.05263157894737,2.2,1.56043956043956,3.47619047619048,1.08510638297872,1.45,1.0625,2.375,1.6,4,1.52631578947368,1.15686274509804,2.83333333333333
