"","V4","V4.1","V6","V6.1","V6.2","V7","V10","V9","V3","V9.1","V7.1","V2","V6.3","V7.2","V7.3","V2.1","V7.4","V8","V8.1","V8.2","V7.5","V8.3","V9.2","V8.4","V8.5","V8.6","V8.7","V3.1","V8.8","V7.6","V8.9","V4.2","V8.10","V10.1","V9.3","V4.3","V10.2","V8.11","V9.4","V8.12","V2.2","V8.13","V7.7","V8.14","V3.2","V9.5","V3.3","V3.4","V6.4","V6.5","V9.6","V6.6","V8.15","V5","V8.16","V8.17","V4.4","V7.8","V7.9","V8.18","V4.5","V8.19","V10.3","V7.10","V6.7","V7.11","V8.20","V4.6","V4.7","V8.21","V6.8","V4.8","V4.9","V9.7","V7.12","V7.13","V2.3","V4.10","V4.11","V3.5","V1","V5.1","V4.12","V1.1","V3.6","V10.4","V8.22","V6.9","V5.2","V6.10","V6.11","V5.3","V6.12","V10.5","V5.4","V4.13","V4.14","V5.5","V5.6","V4.15","V4.16","V4.17","V8.23","V5.7","V1.2","V1.3","V1.4","V1.5","V1.6","V4.18","V1.7","V4.19","V4.20","V1.8","V1.9","V4.21","V3.7","V10.6","V1.10","V1.11","V4.22","V4.23","V4.24","V5.8","V5.9","V5.10","V5.11","V4.25","V4.26","V1.12","V5.12","V4.27","V10.7","V5.13","V5.14","V4.28","V5.15","V9.8","V5.16","V4.29","V4.30","V4.31","V9.9","V4.32","V4.33","V1.13","V6.13","V5.17","V4.34","V5.18","V6.14","V5.19","V9.10","V9.11","V8.24","V5.20","V9.12","V1.14","V4.35","V8.25","V1.15","V4.36","V9.13","V6.15","V1.16","V1.17","V4.37","V1.18","V5.21","V6.16","V1.19","V4.38","V4.39","V1.20","V9.14","V1.21","V5.22","V10.8","V6.17","V1.22","V2.4","V1.23","V1.24","V4.40","V4.41","V5.23","V6.18","V10.9","V1.25","V1.26","V4.42","V10.10","V10.11","V4.43","V10.12","V10.13","V1.27","V1.28","V6.19","V1.29","V10.14","V5.24","V1.30","V5.25","V6.20"
"1",1.1,1.5,1,2.16666666666667,1.4375,1.26315789473684,1,1,1.85714285714286,1.10526315789474,1.26086956521739,1.33333333333333,1.18518518518519,1.03636363636364,2.34177215189873,1.1,1.09090909090909,1.22222222222222,1.6,1.44444444444444,1.30769230769231,1.21739130434783,1,1.125,1.15,1.86666666666667,2.63636363636364,1.14285714285714,2.06666666666667,8.63157894736842,2.85714285714286,1.66666666666667,2.47692307692308,1,8.14851485148515,2.33333333333333,3.57575757575758,2.03076923076923,1.04761904761905,2.03333333333333,1.08823529411765,2.46153846153846,1.14285714285714,1.4,1.26086956521739,2.63636363636364,4.82857142857143,5.40625,1.23076923076923,3.18181818181818,2.15584415584416,1.2,1.27272727272727,1.23529411764706,3.06944444444444,1,1.81818181818182,1.44827586206897,1.625,1.76315789473684,1.16666666666667,1.76923076923077,1,1.02941176470588,1,1.11688311688312,2.28571428571429,1.5,1,2.47619047619048,2.28813559322034,1.66666666666667,2,1.1025641025641,1.5,1.125,5.43478260869565,1.44444444444444,1.4,7,1.48,1.625,1.2,1.64,1.3030303030303,1,2.02325581395349,1.04545454545455,1.10526315789474,1.27272727272727,1.58333333333333,1.83333333333333,1.5625,2.15625,1.2,1.33333333333333,2.5,1.13333333333333,1.27272727272727,1.26666666666667,1.2,1.81818181818182,1.36666666666667,1.1,2.04347826086957,1.11111111111111,1.04761904761905,1.4,1.95454545454545,1.27777777777778,1.1,1.42857142857143,1.68421052631579,2.2,1.86666666666667,1.75,1.16666666666667,1,1.27586206896552,4.1,1.1,1.8,2,2.83333333333333,2.27906976744186,3.46774193548387,2.33333333333333,1.71428571428571,1.16666666666667,1.5625,1.9,1.59259259259259,1.31578947368421,1.66666666666667,2,1.5,2.64285714285714,1.14814814814815,2.31481481481481,1.41666666666667,1.625,2.07692307692308,1.4375,2.44444444444444,1.08695652173913,1.04545454545455,1.11111111111111,1.72727272727273,1.42857142857143,1.32,1.44444444444444,1.07692307692308,1.20588235294118,1.07272727272727,1.2,1.97619047619048,1,1.6875,1.85714285714286,1,1.12,2.2,2.2,1.8,1.2,1.37837837837838,1.85714285714286,1.66666666666667,1.23809523809524,1.75,1.4,2.4375,1.71428571428571,2.45454545454545,1.8,1.55555555555556,1,1.47058823529412,1.06666666666667,1.16666666666667,1.22222222222222,1.25,1.9,1.29268292682927,2,1.07692307692308,1.09090909090909,1.20833333333333,1.11111111111111,2.09090909090909,1.63636363636364,1.1025641025641,1.64516129032258,1.55555555555556,1.3,1.08108108108108,1.2,1.22222222222222,1,1.13333333333333,1.1,1.09090909090909,3.5,1.74193548387097,1.1
