"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"1",0.047008547008547,0.0341880341880342,0.0598290598290598,0.0341880341880342,0.0213675213675214,0.047008547008547,0.0213675213675214,0.0213675213675214,0.0213675213675214,0.047008547008547,0.0213675213675214,0.047008547008547,0.0213675213675214,0.0341880341880342,0.047008547008547,0.047008547008547,0.0213675213675214,0.0213675213675214,0.0213675213675214,0.047008547008547,0.0341880341880342,0.047008547008547,0.0213675213675214,0.0341880341880342,0.0341880341880342,0.0341880341880342,0.0341880341880342,0.0213675213675214,0.0213675213675214,0.0341880341880342
"2",0.0264550264550265,0.0264550264550265,0.0264550264550265,0.0264550264550265,0.0264550264550265,0.185185185185185,0.0264550264550265,0.0264550264550265,0.0264550264550265,0.0264550264550265,0.0264550264550265,0.0264550264550265,0.0264550264550265,0.0423280423280423,0.0264550264550265,0.0264550264550265,0.0264550264550265,0.0264550264550265,0.0264550264550265,0.0264550264550265,0.0264550264550265,0.0264550264550265,0.0264550264550265,0.0264550264550265,0.0264550264550265,0.0264550264550265,0.0264550264550265,0.0264550264550265,0.0423280423280423,0.0423280423280423
"3",0.0273224043715847,0.0273224043715847,0.0273224043715847,0.0437158469945355,0.0273224043715847,0.0601092896174863,0.0273224043715847,0.0437158469945355,0.0273224043715847,0.0273224043715847,0.0273224043715847,0.0273224043715847,0.0273224043715847,0.0273224043715847,0.0273224043715847,0.0437158469945355,0.0273224043715847,0.0437158469945355,0.0273224043715847,0.0273224043715847,0.0273224043715847,0.0273224043715847,0.0273224043715847,0.0437158469945355,0.0273224043715847,0.0437158469945355,0.0273224043715847,0.0437158469945355,0.0601092896174863,0.0273224043715847
"4",0.0113378684807256,0.018140589569161,0.0793650793650794,0.018140589569161,0.0385487528344671,0.0453514739229025,0.0249433106575964,0.0317460317460318,0.018140589569161,0.0385487528344671,0.018140589569161,0.018140589569161,0.018140589569161,0.0385487528344671,0.0589569160997732,0.0521541950113379,0.0113378684807256,0.018140589569161,0.0317460317460318,0.215419501133787,0.0249433106575964,0.018140589569161,0.018140589569161,0.0113378684807256,0.0113378684807256,0.0249433106575964,0.0317460317460318,0.0317460317460318,0.0113378684807256,0.0113378684807256
"5",0.0155763239875389,0.0249221183800623,0.0155763239875389,0.0716510903426791,0.0249221183800623,0.0155763239875389,0.0155763239875389,0.043613707165109,0.0342679127725857,0.0342679127725857,0.0249221183800623,0.0155763239875389,0.0249221183800623,0.0342679127725857,0.0342679127725857,0.0529595015576324,0.0155763239875389,0.0249221183800623,0.0342679127725857,0.0529595015576324,0.043613707165109,0.0155763239875389,0.0623052959501558,0.0155763239875389,0.0249221183800623,0.043613707165109,0.127725856697819,0.0155763239875389,0.0249221183800623,0.0155763239875389
"6",0.0240549828178694,0.0240549828178694,0.013745704467354,0.0189003436426117,0.0189003436426117,0.013745704467354,0.00859106529209622,0.00859106529209622,0.013745704467354,0.0189003436426117,0.0189003436426117,0.0292096219931271,0.0240549828178694,0.013745704467354,0.0498281786941581,0.0189003436426117,0.245704467353952,0.00859106529209622,0.0859106529209622,0.0549828178694158,0.00859106529209622,0.0549828178694158,0.013745704467354,0.0343642611683849,0.00859106529209622,0.0549828178694158,0.0652920962199313,0.0240549828178694,0.00859106529209622,0.013745704467354
"7",0.0277777777777778,0.0158730158730159,0.0158730158730159,0.0515873015873016,0.0218253968253968,0.0515873015873016,0.00992063492063492,0.0158730158730159,0.0158730158730159,0.0158730158730159,0.0634920634920635,0.0337301587301587,0.0158730158730159,0.0158730158730159,0.0277777777777778,0.0337301587301587,0.0515873015873016,0.0158730158730159,0.0694444444444444,0.128968253968254,0.0218253968253968,0.0158730158730159,0.0634920634920635,0.0396825396825397,0.0396825396825397,0.0337301587301587,0.0456349206349206,0.0158730158730159,0.00992063492063492,0.0158730158730159
"8",0.0555555555555556,0.0210727969348659,0.0325670498084291,0.0555555555555556,0.00957854406130268,0.00957854406130268,0.00957854406130268,0.0153256704980843,0.0210727969348659,0.0210727969348659,0.0613026819923372,0.0268199233716475,0.0153256704980843,0.14176245210728,0.0153256704980843,0.0383141762452107,0.0210727969348659,0.0210727969348659,0.0498084291187739,0.0613026819923372,0.00957854406130268,0.0670498084291188,0.0268199233716475,0.0498084291187739,0.0210727969348659,0.0268199233716475,0.0613026819923372,0.0153256704980843,0.00957854406130268,0.00957854406130268
"9",0.0151515151515152,0.0424242424242424,0.0151515151515152,0.0242424242424242,0.0515151515151515,0.0787878787878788,0.0333333333333333,0.0424242424242424,0.0151515151515152,0.0515151515151515,0.0151515151515152,0.0151515151515152,0.0515151515151515,0.0333333333333333,0.0515151515151515,0.0515151515151515,0.0242424242424242,0.0151515151515152,0.0151515151515152,0.0333333333333333,0.0242424242424242,0.0242424242424242,0.0333333333333333,0.0515151515151515,0.0333333333333333,0.0151515151515152,0.0242424242424242,0.0151515151515152,0.0878787878787879,0.0151515151515152
"10",0.0130208333333333,0.0208333333333333,0.0364583333333333,0.0442708333333333,0.0208333333333333,0.0130208333333333,0.0755208333333333,0.0130208333333333,0.0364583333333333,0.0286458333333333,0.0755208333333333,0.0520833333333333,0.0208333333333333,0.0989583333333333,0.0208333333333333,0.0208333333333333,0.0286458333333333,0.0442708333333333,0.0208333333333333,0.0130208333333333,0.0130208333333333,0.0598958333333333,0.0208333333333333,0.0286458333333333,0.0130208333333333,0.0130208333333333,0.0911458333333333,0.0130208333333333,0.0208333333333333,0.0286458333333333
