"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"1",0.0119047619047619,0.119047619047619,0.0238095238095238,0.0119047619047619,0.0238095238095238,0.0119047619047619,0.0119047619047619,0.0119047619047619,0.0119047619047619,0.0238095238095238,0.0119047619047619,0.0238095238095238,0.0476190476190476,0.0119047619047619,0.0238095238095238,0.0119047619047619,0.0119047619047619,0.0119047619047619,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0119047619047619,0.0119047619047619,0.0119047619047619,0.0238095238095238,0.0119047619047619,0.0119047619047619,0.0119047619047619,0.0119047619047619,0.0357142857142857,0.0238095238095238,0.0238095238095238,0.0119047619047619,0.0119047619047619,0.0238095238095238,0.0714285714285714,0.0119047619047619,0.0238095238095238,0.0119047619047619,0.0119047619047619,0.0119047619047619,0.0238095238095238,0.0238095238095238,0.0119047619047619,0.0119047619047619,0.0119047619047619,0.0119047619047619,0.0119047619047619,0.0119047619047619,0.0119047619047619
"2",0.0147058823529412,0.0147058823529412,0.0294117647058824,0.0147058823529412,0.0147058823529412,0.0147058823529412,0.0147058823529412,0.0294117647058824,0.0147058823529412,0.0147058823529412,0.0147058823529412,0.0294117647058824,0.0147058823529412,0.0147058823529412,0.0147058823529412,0.0147058823529412,0.0147058823529412,0.0147058823529412,0.0147058823529412,0.0147058823529412,0.0147058823529412,0.0294117647058824,0.0147058823529412,0.0147058823529412,0.0294117647058824,0.0147058823529412,0.0147058823529412,0.0147058823529412,0.0147058823529412,0.0147058823529412,0.0147058823529412,0.0147058823529412,0.0147058823529412,0.176470588235294,0.0147058823529412,0.0294117647058824,0.0147058823529412,0.0147058823529412,0.0147058823529412,0.0147058823529412,0.0147058823529412,0.0147058823529412,0.0147058823529412,0.0147058823529412,0.0147058823529412,0.0147058823529412,0.0147058823529412,0.0147058823529412,0.0294117647058824,0.0147058823529412
"3",0.0163934426229508,0.0163934426229508,0.0163934426229508,0.0163934426229508,0.0163934426229508,0.0163934426229508,0.0163934426229508,0.0491803278688525,0.0163934426229508,0.0163934426229508,0.0327868852459016,0.0163934426229508,0.0163934426229508,0.0163934426229508,0.0163934426229508,0.0163934426229508,0.0163934426229508,0.0163934426229508,0.0163934426229508,0.0163934426229508,0.0163934426229508,0.0327868852459016,0.0163934426229508,0.0327868852459016,0.0163934426229508,0.0163934426229508,0.0163934426229508,0.0163934426229508,0.0327868852459016,0.0491803278688525,0.0163934426229508,0.0163934426229508,0.0163934426229508,0.0491803278688525,0.0163934426229508,0.0163934426229508,0.0163934426229508,0.0163934426229508,0.0163934426229508,0.0163934426229508,0.0163934426229508,0.0163934426229508,0.0163934426229508,0.0163934426229508,0.0163934426229508,0.0163934426229508,0.0163934426229508,0.0163934426229508,0.0327868852459016,0.0163934426229508
"4",0.0174418604651163,0.0813953488372093,0.00581395348837209,0.00581395348837209,0.0348837209302326,0.00581395348837209,0.00581395348837209,0.00581395348837209,0.0174418604651163,0.00581395348837209,0.0174418604651163,0.00581395348837209,0.0116279069767442,0.0116279069767442,0.00581395348837209,0.00581395348837209,0.00581395348837209,0.0116279069767442,0.0232558139534884,0.00581395348837209,0.0116279069767442,0.0116279069767442,0.00581395348837209,0.0290697674418605,0.0348837209302326,0.0116279069767442,0.0232558139534884,0.0232558139534884,0.00581395348837209,0.284883720930233,0.0116279069767442,0.0116279069767442,0.0116279069767442,0.0174418604651163,0.00581395348837209,0.00581395348837209,0.00581395348837209,0.0232558139534884,0.0232558139534884,0.0174418604651163,0.0116279069767442,0.0174418604651163,0.0290697674418605,0.0116279069767442,0.0116279069767442,0.00581395348837209,0.00581395348837209,0.0290697674418605,0.00581395348837209,0.00581395348837209
"5",0.0163934426229508,0.19672131147541,0.0163934426229508,0.0327868852459016,0.0163934426229508,0.0245901639344262,0.0245901639344262,0.00819672131147541,0.0491803278688525,0.00819672131147541,0.00819672131147541,0.00819672131147541,0.00819672131147541,0.0163934426229508,0.00819672131147541,0.00819672131147541,0.00819672131147541,0.00819672131147541,0.00819672131147541,0.0163934426229508,0.00819672131147541,0.0327868852459016,0.0163934426229508,0.00819672131147541,0.0245901639344262,0.0163934426229508,0.0163934426229508,0.0163934426229508,0.00819672131147541,0.10655737704918,0.00819672131147541,0.00819672131147541,0.00819672131147541,0.00819672131147541,0.00819672131147541,0.00819672131147541,0.0163934426229508,0.0163934426229508,0.00819672131147541,0.00819672131147541,0.0327868852459016,0.00819672131147541,0.00819672131147541,0.0245901639344262,0.0163934426229508,0.00819672131147541,0.0245901639344262,0.0163934426229508,0.00819672131147541,0.00819672131147541
"6",0.018018018018018,0.018018018018018,0.0045045045045045,0.0045045045045045,0.0135135135135135,0.0045045045045045,0.027027027027027,0.0045045045045045,0.00900900900900901,0.00900900900900901,0.0045045045045045,0.00900900900900901,0.018018018018018,0.00900900900900901,0.0045045045045045,0.0045045045045045,0.0045045045045045,0.0225225225225225,0.0045045045045045,0.0045045045045045,0.018018018018018,0.0045045045045045,0.0135135135135135,0.00900900900900901,0.00900900900900901,0.0045045045045045,0.0045045045045045,0.0045045045045045,0.00900900900900901,0.333333333333333,0.00900900900900901,0.0045045045045045,0.00900900900900901,0.0045045045045045,0.0045045045045045,0.0315315315315315,0.0045045045045045,0.13963963963964,0.00900900900900901,0.00900900900900901,0.0135135135135135,0.018018018018018,0.0045045045045045,0.00900900900900901,0.0135135135135135,0.0225225225225225,0.0225225225225225,0.018018018018018,0.0045045045045045,0.0405405405405405
"7",0.0143540669856459,0.0909090909090909,0.0191387559808612,0.00478468899521531,0.00478468899521531,0.0526315789473684,0.0334928229665072,0.00478468899521531,0.00478468899521531,0.00956937799043062,0.00478468899521531,0.00478468899521531,0.0143540669856459,0.0191387559808612,0.00956937799043062,0.00956937799043062,0.0143540669856459,0.00478468899521531,0.00478468899521531,0.0143540669856459,0.00478468899521531,0.00478468899521531,0.0143540669856459,0.0191387559808612,0.0191387559808612,0.00478468899521531,0.00956937799043062,0.00956937799043062,0.00478468899521531,0.258373205741627,0.00956937799043062,0.00478468899521531,0.0334928229665072,0.0239234449760766,0.0143540669856459,0.00478468899521531,0.0239234449760766,0.00478468899521531,0.00478468899521531,0.0143540669856459,0.00956937799043062,0.00478468899521531,0.0143540669856459,0.00478468899521531,0.0334928229665072,0.00956937799043062,0.00478468899521531,0.0239234449760766,0.062200956937799,0.00478468899521531
"8",0.0136363636363636,0.0818181818181818,0.00454545454545455,0.00454545454545455,0.0954545454545455,0.0227272727272727,0.0318181818181818,0.00909090909090909,0.00454545454545455,0.00909090909090909,0.00454545454545455,0.00454545454545455,0.00454545454545455,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.0136363636363636,0.00454545454545455,0.00454545454545455,0.00909090909090909,0.0227272727272727,0.0272727272727273,0.0181818181818182,0.00454545454545455,0.00454545454545455,0.00454545454545455,0.0181818181818182,0.0181818181818182,0.0136363636363636,0.177272727272727,0.00454545454545455,0.0136363636363636,0.0181818181818182,0.00909090909090909,0.0181818181818182,0.00454545454545455,0.00454545454545455,0.0681818181818182,0.00909090909090909,0.0454545454545455,0.0227272727272727,0.0181818181818182,0.0136363636363636,0.00454545454545455,0.0409090909090909,0.00454545454545455,0.00454545454545455,0.0136363636363636,0.0136363636363636,0.00909090909090909
"9",0.032258064516129,0.0161290322580645,0.0241935483870968,0.0241935483870968,0.0241935483870968,0.00806451612903226,0.0161290322580645,0.169354838709677,0.0161290322580645,0.0403225806451613,0.00806451612903226,0.0483870967741935,0.0241935483870968,0.0161290322580645,0.0161290322580645,0.00806451612903226,0.00806451612903226,0.0161290322580645,0.00806451612903226,0.0241935483870968,0.00806451612903226,0.0161290322580645,0.00806451612903226,0.00806451612903226,0.0161290322580645,0.0161290322580645,0.00806451612903226,0.00806451612903226,0.00806451612903226,0.0725806451612903,0.0161290322580645,0.00806451612903226,0.00806451612903226,0.0403225806451613,0.00806451612903226,0.00806451612903226,0.0241935483870968,0.00806451612903226,0.0161290322580645,0.00806451612903226,0.0403225806451613,0.00806451612903226,0.0241935483870968,0.0161290322580645,0.00806451612903226,0.00806451612903226,0.00806451612903226,0.00806451612903226,0.00806451612903226,0.00806451612903226
"10",0.0140845070422535,0.119718309859155,0.00704225352112676,0.0211267605633803,0.133802816901408,0.0140845070422535,0.00704225352112676,0.0211267605633803,0.0211267605633803,0.0140845070422535,0.00704225352112676,0.0140845070422535,0.00704225352112676,0.0352112676056338,0.00704225352112676,0.00704225352112676,0.00704225352112676,0.0211267605633803,0.00704225352112676,0.00704225352112676,0.0211267605633803,0.00704225352112676,0.0352112676056338,0.00704225352112676,0.00704225352112676,0.0140845070422535,0.00704225352112676,0.00704225352112676,0.00704225352112676,0.190140845070423,0.00704225352112676,0.00704225352112676,0.0211267605633803,0.00704225352112676,0.00704225352112676,0.0211267605633803,0.00704225352112676,0.00704225352112676,0.0140845070422535,0.00704225352112676,0.00704225352112676,0.00704225352112676,0.00704225352112676,0.00704225352112676,0.00704225352112676,0.028169014084507,0.00704225352112676,0.00704225352112676,0.00704225352112676,0.0140845070422535
