"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",0.126543209876543,0.0771604938271605,0.101851851851852,0.274691358024691,0.0771604938271605,0.101851851851852,0.101851851851852,0.138888888888889
"2",0.0961538461538462,0.142307692307692,0.142307692307692,0.0961538461538462,0.126923076923077,0.126923076923077,0.173076923076923,0.0961538461538462
"3",0.102459016393443,0.102459016393443,0.118852459016393,0.118852459016393,0.135245901639344,0.135245901639344,0.184426229508197,0.102459016393443
"4",0.0788690476190476,0.0669642857142857,0.21577380952381,0.28125,0.0788690476190476,0.0729166666666667,0.0610119047619048,0.144345238095238
"5",0.086864406779661,0.0699152542372881,0.146186440677966,0.315677966101695,0.0953389830508475,0.0783898305084746,0.0614406779661017,0.146186440677966
"6",0.296082949308756,0.180875576036866,0.0702764976958525,0.236175115207373,0.0794930875576037,0.0426267281105991,0.0380184331797235,0.0564516129032258
"7",0.129310344827586,0.109605911330049,0.0504926108374384,0.341133004926108,0.0652709359605911,0.0504926108374384,0.0701970443349754,0.183497536945813
"8",0.201190476190476,0.0821428571428571,0.13452380952381,0.244047619047619,0.120238095238095,0.0773809523809524,0.0440476190476191,0.0964285714285714
"9",0.086864406779661,0.247881355932203,0.086864406779661,0.11228813559322,0.0953389830508475,0.129237288135593,0.13771186440678,0.103813559322034
"10",0.0685185185185185,0.127777777777778,0.238888888888889,0.268518518518519,0.0537037037037037,0.0907407407407407,0.0685185185185185,0.0833333333333333
"11",0.353030303030303,0.116666666666667,0.0621212121212121,0.165151515151515,0.0803030303030303,0.0742424242424242,0.0560606060606061,0.0924242424242424
"12",0.259615384615385,0.131410256410256,0.0801282051282051,0.118589743589744,0.131410256410256,0.0801282051282051,0.092948717948718,0.105769230769231
"13",0.157552083333333,0.141927083333333,0.188802083333333,0.209635416666667,0.05859375,0.0533854166666667,0.0846354166666667,0.10546875
"14",0.336128048780488,0.198932926829268,0.055640243902439,0.147103658536585,0.0678353658536585,0.0678353658536585,0.0525914634146341,0.0739329268292683
"15",0.619546979865772,0.109479865771812,0.0255872483221477,0.0574664429530201,0.0776006711409396,0.0440436241610738,0.0222315436241611,0.0440436241610738
"16",0.19,0.0833333333333333,0.0966666666666667,0.123333333333333,0.163333333333333,0.136666666666667,0.0833333333333333,0.123333333333333
"17",0.225308641975309,0.126543209876543,0.126543209876543,0.126543209876543,0.126543209876543,0.0895061728395062,0.0771604938271605,0.101851851851852
"18",0.358928571428571,0.0732142857142857,0.0517857142857143,0.123214285714286,0.123214285714286,0.0660714285714286,0.0446428571428571,0.158928571428571
"19",0.15506329113924,0.0917721518987342,0.0917721518987342,0.117088607594937,0.0917721518987342,0.142405063291139,0.0791139240506329,0.231012658227848
"20",0.240625,0.115625,0.078125,0.090625,0.103125,0.090625,0.203125,0.078125
"21",0.294943820224719,0.103932584269663,0.0702247191011236,0.0926966292134832,0.103932584269663,0.126404494382022,0.0814606741573034,0.126404494382022
"22",0.375,0.15669014084507,0.0580985915492958,0.0792253521126761,0.11443661971831,0.0792253521126761,0.051056338028169,0.0862676056338028
"23",0.103571428571429,0.132142857142857,0.103571428571429,0.175,0.117857142857143,0.160714285714286,0.103571428571429,0.103571428571429
"24",0.181547619047619,0.0744047619047619,0.0744047619047619,0.205357142857143,0.133928571428571,0.110119047619048,0.0982142857142857,0.12202380952381
"25",0.26216814159292,0.0586283185840708,0.0984513274336283,0.0630530973451327,0.191371681415929,0.0630530973451327,0.040929203539823,0.222345132743363
"26",0.349576271186441,0.0953389830508475,0.0614406779661017,0.13771186440678,0.0614406779661017,0.0783898305084746,0.0783898305084746,0.13771186440678
"27",0.34427374301676,0.123603351955307,0.0425977653631285,0.126396648044693,0.0733240223463687,0.0342178770949721,0.0677374301675978,0.187849162011173
"28",0.200757575757576,0.125,0.125,0.109848484848485,0.109848484848485,0.0946969696969697,0.125,0.109848484848485
"29",0.264084507042254,0.0575117370892019,0.0481220657276995,0.109154929577465,0.118544600938967,0.0622065727699531,0.0528169014084507,0.287558685446009
"30",0.717229394240318,0.0727408142999007,0.0260675273088381,0.0439424031777557,0.0220953326713009,0.0240814299900695,0.0151439920556107,0.0786991062562066
"31",0.218531468531469,0.0576923076923077,0.113636363636364,0.134615384615385,0.134615384615385,0.0646853146853147,0.0926573426573427,0.183566433566434
"32",0.0771276595744681,0.0984042553191489,0.140957446808511,0.13031914893617,0.0771276595744681,0.0877659574468085,0.257978723404255,0.13031914893617
"33",0.414739884393064,0.0775529865125241,0.0467244701348748,0.206647398843931,0.0563583815028902,0.0505780346820809,0.0178227360308285,0.129576107899807
"34",0.310416666666667,0.160416666666667,0.0770833333333333,0.0770833333333333,0.102083333333333,0.0770833333333333,0.09375,0.102083333333333
"35",0.0522967101179392,0.215549348230912,0.525915580384854,0.0789882060831782,0.0218808193668529,0.0460893854748603,0.0138112973308504,0.0454686530105525
"36",0.100806451612903,0.100806451612903,0.100806451612903,0.116935483870968,0.100806451612903,0.100806451612903,0.278225806451613,0.100806451612903
"37",0.464341692789969,0.186912225705329,0.0380094043887147,0.169670846394984,0.0270376175548589,0.045846394984326,0.0207680250783699,0.0474137931034483
"38",0.546758104738155,0.137780548628429,0.0280548628428928,0.0654613466334165,0.0654613466334165,0.0405236907730673,0.0330423940149626,0.0829177057356608
"39",0.194827586206897,0.243103448275862,0.125862068965517,0.112068965517241,0.0637931034482759,0.105172413793103,0.0568965517241379,0.0982758620689655
"40",0.452334630350195,0.071011673151751,0.051556420233463,0.1215953307393,0.117704280155642,0.0671206225680934,0.0593385214007782,0.0593385214007782
"41",0.127173913043478,0.331521739130435,0.153260869565217,0.140217391304348,0.0706521739130435,0.0880434782608696,0.0315217391304348,0.0576086956521739
"42",0.265503875968992,0.102713178294574,0.0717054263565891,0.156976744186047,0.180232558139535,0.0562015503875969,0.0872093023255814,0.0794573643410853
"43",0.19758064516129,0.116935483870968,0.100806451612903,0.116935483870968,0.100806451612903,0.133064516129032,0.116935483870968,0.116935483870968
"44",0.183712121212121,0.115530303030303,0.115530303030303,0.138257575757576,0.191287878787879,0.0700757575757576,0.0928030303030303,0.0928030303030303
"45",0.0360054347826087,0.525135869565217,0.0849184782608696,0.141983695652174,0.0658967391304348,0.0414402173913043,0.0523097826086957,0.0523097826086957
"46",0.126190476190476,0.221428571428571,0.126190476190476,0.183333333333333,0.0880952380952381,0.0976190476190476,0.0785714285714286,0.0785714285714286
"47",0.0689732142857143,0.584151785714286,0.0350446428571429,0.0814732142857143,0.0823660714285714,0.0511160714285714,0.0555803571428571,0.0412946428571429
"48",0.0865591397849462,0.617741935483871,0.05,0.0478494623655914,0.0994623655913978,0.039247311827957,0.0220430107526882,0.0370967741935484
"49",0.0984042553191489,0.194148936170213,0.0984042553191489,0.215425531914894,0.0984042553191489,0.109042553191489,0.0771276595744681,0.109042553191489
"50",0.0610599078341014,0.116359447004608,0.065668202764977,0.485023041474654,0.0794930875576037,0.065668202764977,0.0564516129032258,0.0702764976958525
"51",0.076241134751773,0.16371158392435,0.201536643026005,0.289007092198582,0.0242316784869976,0.0407801418439716,0.0289598108747045,0.175531914893617
"52",0.0736111111111111,0.123611111111111,0.168055555555556,0.206944444444444,0.0791666666666667,0.0513888888888889,0.0680555555555555,0.229166666666667
"53",0.453125,0.102163461538462,0.0540865384615385,0.0973557692307692,0.0877403846153846,0.0396634615384615,0.0685096153846154,0.0973557692307692
"54",0.251644736842105,0.199013157894737,0.152960526315789,0.0871710526315789,0.0805921052631579,0.0740131578947368,0.0542763157894737,0.100328947368421
"55",0.293168168168168,0.239114114114114,0.0619369369369369,0.0544294294294294,0.14451951951952,0.0469219219219219,0.0454204204204204,0.114489489489489
"56",0.167647058823529,0.0852941176470588,0.120588235294118,0.108823529411765,0.155882352941176,0.120588235294118,0.0852941176470588,0.155882352941176
