"","V9","V4","V4.1","V9.1","V9.2","V3","V9.3","V1","V2","V1.1","V3.1","V3.2","V9.4","V3.3","V3.4","V5","V5.1","V5.2","V5.3","V4.2","V4.3","V5.4","V5.5","V6","V5.6","V5.7","V5.8","V3.5","V5.9","V3.6","V5.10","V4.4","V5.11","V8","V1.2","V4.5","V6.1","V5.12","V1.3","V5.13","V1.4","V5.14","V2.1","V5.15","V2.2","V6.2","V2.3","V2.4","V9.5","V9.6","V1.5","V1.6","V5.16","V7","V5.17","V5.18","V4.6","V3.7","V3.8","V5.19","V4.7","V5.20","V6.3","V3.9","V4.8","V5.21","V5.22","V4.9","V4.10","V5.23","V4.11","V9.7","V9.8","V10","V3.10","V1.7","V8.1","V10.1","V10.2","V2.5","V5.24","V10.3","V9.9","V7.1","V2.6","V7.2","V5.25","V9.10","V9.11","V6.4","V9.12","V10.4","V9.13","V7.3","V10.5","V8.2","V4.12","V9.14","V9.15","V10.6","V9.16","V9.17","V5.26","V7.4","V7.5","V9.18","V7.6","V7.7","V7.8","V9.19","V7.9","V4.13","V9.20","V7.10","V10.7","V9.21","V9.22","V7.11","V7.12","V7.13","V10.8","V9.23","V9.24","V10.9","V10.10","V10.11","V10.12","V4.14","V4.15","V7.14","V7.15","V9.25","V10.13","V10.14","V10.15","V10.16","V10.17","V1.8","V10.18","V9.26","V4.16","V9.27","V5.27","V9.28","V10.19","V10.20","V10.21","V10.22","V4.17","V10.23","V8.3","V7.16","V1.9","V6.5","V7.17","V10.24","V4.18","V7.18","V9.29","V8.4","V10.25","V9.30","V9.31","V7.19","V4.19","V7.20","V4.20","V7.21","V10.26","V9.32","V10.27","V9.33","V4.21","V3.11","V9.34","V4.22","V10.28","V7.22","V4.23","V9.35","V8.5","V3.12","V7.23","V4.24","V4.25","V4.26","V7.24","V6.6","V4.27","V10.29","V4.28","V6.7","V6.8","V4.29","V6.9","V6.10","V6.11","V5.28","V10.30","V4.30","V8.6","V7.25","V10.31","V9.36","V9.37"
"1",1.30769230769231,1.75,1.14285714285714,1.15625,2.35714285714286,1.27027027027027,1.44827586206897,1.26829268292683,1.29411764705882,1.17857142857143,1.14814814814815,1.66666666666667,1.06896551724138,1.12280701754386,1.71428571428571,1.22222222222222,1.09090909090909,2.25,1.58333333333333,1.3,1.07692307692308,1.26923076923077,1,1,2.55882352941176,1.04545454545455,4.48571428571428,1.25,2.3030303030303,11.21875,1.81818181818182,1.125,2.67088607594937,1.31578947368421,13.1063829787234,2,2.2962962962963,2.26666666666667,1.66666666666667,1.95,1.44736842105263,3.64285714285714,1,1.94736842105263,2.28571428571429,1.06666666666667,8.8235294117647,5.26530612244898,1.07142857142857,2.55555555555556,4.28846153846154,1.0625,1.89655172413793,1.25,4.44736842105263,1.08333333333333,2,2.19047619047619,1.2,2.05128205128205,1.16666666666667,1.41176470588235,1,2.02272727272727,1.16666666666667,1.24752475247525,2.14634146341463,1.625,1.5,1.55,1.92592592592593,2.07692307692308,2.88888888888889,1.2,1.4,1.2,4.88356164383562,1,1.07142857142857,4,1.375,1.475,2.22222222222222,1.16129032258065,1.08823529411765,1,3.84848484848485,2.45,3,1.90909090909091,1.125,1.28125,1.26086956521739,1.2093023255814,1,1.21428571428571,1.625,1.5625,1.375,1.04761904761905,1.6,2.14285714285714,1.12121212121212,1.3,2.2,1,1.51785714285714,1.51724137931034,2.66666666666667,1.77777777777778,1.9,1.42857142857143,1.06060606060606,2.59459459459459,1.06451612903226,1,1.16666666666667,1,1.61111111111111,3.36666666666667,1.1,1.42307692307692,1.55555555555556,1.92,4.36363636363636,1.94392523364486,1.47058823529412,1.33333333333333,1.16666666666667,1.58823529411765,1.15789473684211,1.02272727272727,1.13793103448276,1.41176470588235,2.35897435897436,1.42857142857143,1.12698412698413,1.20588235294118,3.36,3.11111111111111,1.3,3.21428571428571,1.36363636363636,2.09090909090909,1.9047619047619,1.03448275862069,2.28205128205128,1,1.57142857142857,1.26666666666667,1.12698412698413,1.4,1.125,1.22033898305085,1.93333333333333,2.76086956521739,1.22222222222222,1.03846153846154,2.02702702702703,1.1,1.30769230769231,3.29411764705882,1.08571428571429,1,1.23076923076923,1.3125,1.375,1.65217391304348,1.63636363636364,1.8695652173913,1.75609756097561,1.6875,1.85714285714286,1.0625,1.66666666666667,1.45454545454545,1.03846153846154,1.48275862068966,1.30769230769231,1.19354838709677,1.16666666666667,1.17857142857143,1.34782608695652,2.80851063829787,1.44444444444444,3.79411764705882,1.14285714285714,1.13953488372093,1.3728813559322,1.07017543859649,1.90909090909091,1.76388888888889,1.66666666666667,1.77777777777778,4.04081632653061,2.48888888888889,1.35185185185185,1.15384615384615,1.06666666666667,1.23529411764706,1.2,1.27272727272727,1,1.46666666666667,1.07692307692308
