"","V16","V19","V19.1","V8","V8.1","V18","V6","V8.2","V16.1","V1","V12","V13","V18.1","V17","V17.1","V11","V11.1","V11.2","V11.3","V19.2","V17.2","V15","V14","V11.4","V11.5","V11.6","V11.7","V11.8","V11.9","V17.3","V11.10","V19.3","V11.11","V6.1","V1.1","V19.4","V18.2","V12.1","V18.3","V11.12","V18.4","V4","V12.2","V14.1","V10","V5","V10.1","V10.2","V5.1","V5.2","V8.3","V13.1","V11.13","V6.2","V12.3","V18.5","V19.5","V17.4","V11.14","V12.4","V9","V12.5","V9.1","V17.5","V20","V17.6","V12.6","V19.6","V7","V15.1","V3","V4.1","V4.2","V14.2","V15.2","V17.7","V15.3","V19.7","V19.8","V16.2","V12.7","V2","V4.3","V13.2","V16.3","V14.3","V11.15","V2.1","V8.4","V5.3","V4.4","V2.2","V2.3","V14.4","V5.4","V19.9","V19.10","V4.5","V6.3","V6.4","V4.6","V4.7","V11.16","V13.3","V13.4","V13.5","V13.6","V13.7","V13.8","V4.8","V6.5","V19.11","V6.6","V13.9","V20.1","V20.2","V19.12","V11.17","V13.10","V13.11","V19.13","V4.9","V4.10","V2.4","V2.5","V2.6","V2.7","V19.14","V19.15","V13.12","V2.8","V6.7","V14.5","V7.1","V2.9","V19.16","V2.10","V2.11","V6.8","V4.11","V19.17","V4.12","V17.8","V4.13","V2.12","V6.9","V2.13","V3.1","V19.18","V7.2","V5.5","V2.14","V14.6","V1.2","V5.6","V7.3","V19.19","V7.4","V4.14","V15.4","V7.5","V4.15","V5.7","V20.3","V7.6","V18.6","V19.20","V7.7","V7.8","V3.2","V7.9","V4.16","V19.21","V7.10","V5.8","V7.11","V2.15","V20.4","V18.7","V14.7","V15.5","V9.2","V13.13","V16.4","V19.22","V10.3","V14.8","V14.9","V7.12","V7.13","V19.23","V20.5","V20.6","V19.24","V20.7","V20.8","V14.10","V7.14","V12.8","V4.17","V5.9","V11.18","V7.15","V2.16","V18.8"
"1",1.15384615384615,3,1,1.51428571428571,1.19047619047619,1,1.04651162790698,1.04444444444444,1.17391304347826,1.16,1.16,1.22222222222222,1.27027027027027,1.23880597014925,1.79389312977099,1.36363636363636,3,3.70588235294118,1.61538461538462,1,1.15384615384615,1.95652173913043,1.44444444444444,1,2.30232558139535,1.95652173913043,2.73913043478261,1,5.52173913043478,10.2873563218391,7.61538461538462,3.26666666666667,1.64462809917355,1.10526315789474,8.88023952095808,5.4,6.17808219178082,2.82278481012658,1.37037037037037,2.35135135135135,1,1.08,1.44444444444444,1.06451612903226,2.36,1.21052631578947,5.5981308411215,6.41176470588235,2.53846153846154,5.2962962962963,2.45864661654135,1.07407407407407,1.37209302325581,1.25806451612903,3.4952380952381,1,1.93333333333333,1.83870967741935,1.15384615384615,1.56603773584906,1,1.11764705882353,1.90909090909091,1.51282051282051,1,1.13861386138614,3,2.33333333333333,1.28571428571429,1,5.26229508196721,1.19047619047619,1.35294117647059,1.13114754098361,1.09756097560976,1.18181818181818,4.77653631284916,3.85714285714286,2.45454545454545,12.3230769230769,1.05714285714286,1.28571428571429,1,2.31428571428571,1.54794520547945,1,1.56,1.48275862068966,1,1.34782608695652,1.0952380952381,3.42105263157895,1.21052631578947,1.11764705882353,1.31578947368421,1.72727272727273,2.55555555555556,1.11764705882353,1,1.0952380952381,2.09090909090909,1.93333333333333,1.9811320754717,1.36363636363636,2.07692307692308,1.07407407407407,1.29508196721311,1.2962962962963,2.33333333333333,1.32,1.13333333333333,1.90909090909091,1.88888888888889,1.21917808219178,1.13793103448276,1,1.28571428571429,1.22222222222222,1.63829787234043,2.15254237288136,1.30769230769231,3.11764705882353,1.18181818181818,3.15384615384615,3.83720930232558,3,2.69230769230769,1.72727272727273,1.22222222222222,1.43478260869565,1.71794871794872,1.09302325581395,2.04347826086956,1.84210526315789,1.59016393442623,1.44444444444444,3.75862068965517,1.68041237113402,1.1203007518797,1.47058823529412,1.72727272727273,1.95238095238095,1,1.53333333333333,1.20689655172414,1.12121212121212,1.58823529411765,1.04878048780488,3.28571428571429,1.55813953488372,1.69333333333333,1.4,1.15686274509804,1.30769230769231,1.31578947368421,2.31645569620253,2.11111111111111,1.56,1.62222222222222,1.23529411764706,1.45714285714286,2.92592592592593,2.55555555555556,1.18181818181818,1.18181818181818,1,2.11111111111111,1.37037037037037,1.66666666666667,1.10810810810811,1.58461538461538,3.04651162790698,2.14285714285714,2.86666666666667,1.73684210526316,1.26666666666667,1.60869565217391,1.44444444444444,1.93333333333333,1.16,1.41379310344828,2.73913043478261,1.32258064516129,2.27272727272727,1.88888888888889,1.23255813953488,1,1.51851851851852,3,2.91836734693878,2.38461538461538,2.5593220338983,1.76923076923077,2.23076923076923,3.54545454545454,1.97674418604651,1.47058823529412,1.69565217391304,1.11764705882353,1,1.46153846153846,1,2.76,1.06779661016949,1.23529411764706
