"","V12","V16","V16.1","V3","V6","V17","V8","V5","V10","V18","V17.1","V18.1","V8.1","V9","V12.1","V8.2","V18.2","V14","V9.1","V17.2","V16.2","V17.3","V18.3","V7","V12.2","V15","V12.3","V7.1","V20","V3.1","V13","V5.1","V12.4","V18.4","V6.1","V20.1","V20.2","V11","V14.1","V14.2","V1","V11.1","V17.4","V12.5","V15.1","V10.1","V14.3","V15.2","V16.3","V14.4","V1.1","V20.3","V12.6","V5.2","V15.3","V13.1","V4","V14.5","V9.2","V11.2","V4.1","V20.4","V11.3","V18.5","V19","V11.4","V16.4","V15.4","V19.1","V11.5","V14.6","V6.2","V2","V1.2","V11.6","V6.3","V17.5","V20.5","V2.1","V6.4","V7.2","V6.5","V2.2","V1.3","V14.7","V1.4","V14.8","V6.6","V2.3","V9.3","V9.4","V9.5","V6.7","V3.2","V6.8","V18.6","V4.2","V1.5","V2.4","V2.5","V6.9","V2.6","V9.6","V14.9","V11.7","V6.10","V15.5","V6.11","V6.12","V16.5","V19.2","V4.3","V4.4","V9.7","V7.3","V12.7","V6.13","V13.2","V14.10","V8.3","V2.7","V6.14","V10.2","V9.8","V7.4","V6.15","V6.16","V9.9","V16.6","V2.8","V13.3","V3.3","V4.5","V6.17","V7.5","V16.7","V6.18","V8.4","V2.9","V6.19","V3.4","V13.4","V1.6","V10.3","V18.7","V2.10","V3.5","V2.11","V17.6","V5.3","V17.7","V14.11","V1.7","V15.6","V11.8","V2.12","V14.12","V14.13","V16.8","V20.6","V2.13","V8.5","V1.8","V19.3","V19.4","V7.6","V2.14","V13.5","V2.15","V20.7","V3.6","V9.10","V16.9","V13.6","V8.6","V2.16","V13.7","V18.8","V11.9","V6.20","V14.14","V14.15","V3.7","V19.5","V16.10","V7.7","V6.21","V9.11","V14.16","V13.8","V2.17","V9.12","V9.13","V8.7","V15.7","V14.17","V1.9","V11.10","V8.8","V2.18","V10.4","V8.9","V12.8","V5.4","V13.9"
"1",1.18181818181818,1,1.22222222222222,1.4,1,2.03448275862069,1.22857142857143,1.55172413793103,1.21052631578947,1,1.08695652173913,1,1.19354838709677,1.48888888888889,1.01550387596899,1.22222222222222,1,1.13333333333333,1.44444444444444,1,1,1.21052631578947,1,1.44444444444444,1.04878048780488,1.35294117647059,1.30188679245283,1.22222222222222,1,1.12987012987013,1,1.36363636363636,2.12280701754386,1.26666666666667,1.20143884892086,1,1.37735849056604,1.05333333333333,1.17391304347826,1.19354838709677,1.32432432432432,1.08695652173913,1.28571428571429,1.63157894736842,1.74418604651163,1,1.1505376344086,1.64516129032258,1.18181818181818,1,1.87323943661972,1,1.59259259259259,1.06896551724138,1,1,1.36363636363636,1.14814814814815,1.44444444444444,1.12765957446809,1.28571428571429,1,1,1.64788732394366,1,1.18823529411765,1.06451612903226,1,1,1.22222222222222,1.15094339622642,1.4,1.30769230769231,1.10909090909091,1.10810810810811,1.22222222222222,1.32592592592593,1,1.57142857142857,1.38297872340426,1.06060606060606,2.73913043478261,1.15384615384615,1.4,2.35483870967742,1.22222222222222,1.92307692307692,1.16,1.08,1,1.10526315789474,1,1.11764705882353,1.64516129032258,1,1.22222222222222,1.28571428571429,1.13333333333333,1.4,1.23529411764706,1,1.15384615384615,1.43243243243243,1,1.25806451612903,1.8,1,1.28571428571429,1,1.47058823529412,1,1.57142857142857,1.08,1.69767441860465,1.07407407407407,1,1,1,1.62068965517241,3.10526315789474,1.85714285714286,1,1.32,1.3265306122449,1.1025641025641,1.51948051948052,1,1.22222222222222,1.8,1.0952380952381,1.05405405405405,1.3030303030303,1,1,1.07017543859649,1.28571428571429,1,1.53968253968254,1.98507462686567,1.30769230769231,1.57142857142857,1,1.0952380952381,1.36363636363636,1,1.32,1.54545454545455,1.41379310344828,1,1.59259259259259,1.19047619047619,1,1.45714285714286,1.3265306122449,1.11764705882353,2.02564102564103,1,1.47058823529412,1.09756097560976,1,1.66666666666667,1.17391304347826,1.08,1,1,1.13953488372093,1.28571428571429,1.08,1.43478260869565,1.05714285714286,1.66666666666667,1.72,1,1.15384615384615,1,1.36363636363636,1.0952380952381,1,1,1.08695652173913,1.26086956521739,1.0952380952381,1.14814814814815,1.22222222222222,1,1.16216216216216,1.13333333333333,1,1,1.68965517241379,1.18181818181818,1.25531914893617,1.05405405405405,1,1.22222222222222,1.1025641025641,2.04,1.0952380952381,1,1.35294117647059,1.18181818181818,1.22222222222222,1.19047619047619,1.51282051282051,1.54545454545455
