"","V3","V6","V29","V20","V27","V17","V20.1","V14","V29.1","V14.1","V22","V19","V22.1","V30","V17.1","V20.2","V19.1","V26","V9","V18","V17.2","V24","V22.2","V9.1","V9.2","V9.3","V9.4","V29.2","V9.5","V19.2","V9.6","V6.1","V9.7","V26.1","V14.2","V6.2","V22.3","V30.1","V14.3","V9.8","V24.1","V9.9","V30.2","V8","V5","V4","V5.1","V5.2","V4.1","V4.2","V11","V27.1","V9.10","V5.3","V30.3","V9.11","V6.3","V19.3","V17.3","V30.4","V30.5","V30.6","V19.4","V22.4","V6.4","V17.4","V30.7","V6.5","V29.3","V9.12","V25","V27.2","V4.3","V26.2","V17.5","V29.4","V24.2","V6.6","V6.7","V29.5","V21","V7","V27.3","V3.1","V29.6","V20.3","V9.13","V20.4","V20.5","V10","V20.6","V7.1","V7.2","V23","V23.1","V6.8","V6.9","V27.4","V27.5","V7.3","V27.6","V27.7","V9.14","V26.3","V3.2","V12","V8.1","V3.3","V3.4","V16","V26.4","V6.10","V1","V8.2","V21.1","V23.2","V6.11","V1.1","V8.3","V3.5","V21.2","V16.1","V16.2","V7.4","V7.5","V7.6","V7.7","V6.12","V29.7","V21.3","V7.8","V12.1","V28","V23.3","V7.9","V6.13","V7.10","V12.2","V7.11","V27.8","V6.14","V16.3","V1.2","V10.1","V21.4","V21.5","V7.12","V7.13","V6.15","V21.6","V1.3","V12.3","V1.4","V14.4","V8.4","V21.7","V6.16","V21.8","V16.4","V24.3","V21.9","V16.5","V4.4","V3.6","V25.1","V21.10","V6.17","V21.11","V21.12","V27.9","V21.13","V16.6","V6.18","V21.14","V14.5","V21.15","V12.4","V28.1","V20.7","V21.16","V13","V15","V21.17","V10.2","V6.19","V2","V12.5","V28.2","V21.18","V21.19","V6.20","V28.3","V28.4","V6.21","V28.5","V28.6","V15.1","V9.15","V10.3","V21.20","V30.8","V16.7","V21.21","V2.1","V20.8"
"1",1.27272727272727,4.375,1,2.71428571428571,1.78260869565217,2.86,1.85714285714286,2.11428571428571,1.11538461538462,1.08571428571429,1.15789473684211,1.21428571428571,1.04615384615385,1.02884615384615,1.59504132231405,1.27272727272727,1.15,1.34285714285714,1.52941176470588,1,1,1.28125,1,1.54545454545455,1.88235294117647,2.69565217391304,2.54736842105263,1,2.74,6.06698564593302,5.30434782608696,4,2.55725190839695,1,10.6602870813397,4.375,6.08695652173913,1.42073170731707,1.92307692307692,2.55357142857143,1.10169491525424,1.17142857142857,1,1,1.50299401197605,1.39130434782609,3.56937799043062,9.22,2.41176470588235,9.68965517241379,1.78640776699029,1.23684210526316,1.45283018867925,1.09375,5.58823529411765,1.17647058823529,1.64285714285714,2.6875,2.36363636363636,1.15,1.375,1.39130434782609,1.21428571428571,1.2578125,1.75,1.08181818181818,2.23214285714286,2.90909090909091,1.75,1.78,6.7972972972973,1.34615384615385,1.15,1.17647058823529,1.84,1,6.10407239819005,4.75,2.5,10.5181818181818,1.38297872340426,2.01694915254237,1.81818181818182,1.50943396226415,1,1,2.01162790697674,4.39130434782609,1.08571428571429,1.375,1.15,1.375,1.31034482758621,1.28301886792453,1.11538461538462,1.85714285714286,3.625,1.3,1.15,1.11538461538462,2.5,1.69230769230769,2.23214285714286,1,3.41463414634146,1.46153846153846,2.36764705882353,1.77142857142857,3.44736842105263,1.08571428571429,1.88235294117647,1.81818181818182,1.375,2.2,1.5625,1.17647058823529,1.375,1.27272727272727,1.25352112676056,5.37142857142857,1,1.93103448275862,1.55263157894737,3.77894736842105,2.53488372093023,5.30693069306931,2.05,4,1,1.57692307692308,1.58536585365854,1.09677419354839,1,1,2.5,1.27272727272727,1.52941176470588,2.42990654205608,1.576,1.88235294117647,3.45454545454545,1.11538461538462,2.13793103448276,1.17647058823529,1.65625,1.34285714285714,2.34042553191489,1.30882352941176,4,1.17647058823529,3.47058823529412,1,1.09677419354839,1.32530120481928,1.45,1.76991150442478,1.21428571428571,1.65625,1.45,1.26086956521739,1.77142857142857,2.71428571428571,1.12,1.35294117647059,1,1.24324324324324,1.27272727272727,1.77142857142857,2.55172413793103,1.57446808510638,1.36734693877551,3.94339622641509,4,2.41176470588235,1,1.42857142857143,2.44827586206897,1.09375,1.35294117647059,1.23684210526316,1.62068965517241,1.27272727272727,1.36585365853659,3.8875,2.875,2.28571428571429,1.35294117647059,1.87804878048781,1.88421052631579,3.83018867924528,3.57142857142857,5.08510638297872,1.13953488372093,1.85714285714286,4.63829787234043,1.6,2.01694915254237,1.68571428571429,1.21428571428571,1,1,1.27272727272727,1.40909090909091,1.85714285714286,1.21428571428571
