"","V10","V8","V2","V4","V15","V15.1","V4.1","V2.1","V9","V2.2","V13","V1","V4.2","V13.1","V1.1","V7","V1.2","V14","V9.1","V7.1","V1.3","V1.4","V10.1","V15.2","V4.3","V13.2","V13.3","V11","V4.4","V4.5","V3","V8.1","V3.1","V1.5","V15.3","V8.2","V13.4","V13.5","V10.2","V3.2","V12","V13.6","V4.6","V1.6","V12.1","V5","V8.3","V12.2","V4.7","V7.2","V15.4","V3.3","V12.3","V9.2","V12.4","V15.5","V14.1","V3.4","V15.6","V13.7","V14.2","V2.3","V4.8","V13.8","V14.3","V1.7","V12.5","V12.6","V5.1","V12.7","V15.7","V14.4","V15.8","V6","V12.8","V6.1","V13.9","V13.10","V13.11","V6.2","V3.5","V2.4","V15.9","V9.3","V4.9","V6.3","V12.9","V12.10","V14.5","V1.8","V1.9","V9.4","V3.6","V3.7","V3.8","V8.4","V3.9","V9.5","V5.2","V12.11","V7.3","V14.6","V3.10","V2.5","V3.11","V7.4","V14.7","V3.12","V2.6","V4.10","V13.12","V14.8","V14.9","V3.13","V12.12","V1.10","V7.5","V4.11","V12.13","V8.5","V9.6","V1.11","V5.3","V3.14","V3.15","V2.7","V10.3","V10.4","V8.6","V11.1","V9.7","V2.8","V1.12","V7.6","V2.9","V1.13","V2.10","V9.8","V6.4","V8.7","V5.4","V12.14","V13.13","V14.10","V9.9","V3.16","V2.11","V4.12","V9.10","V11.2","V11.3","V6.5","V15.10","V6.6","V11.4","V11.5","V9.11","V3.17","V8.8","V2.12","V11.6","V2.13","V2.14","V3.18","V3.19","V4.13","V8.9","V14.11","V10.5","V4.14","V2.15","V1.14","V6.7","V14.12","V6.8","V15.11","V9.12","V6.9","V12.15","V6.10","V6.11","V3.20","V14.13","V11.7","V11.8","V9.13","V3.21","V11.9","V6.12","V9.14","V8.10","V3.22","V1.15","V11.10","V15.12","V4.15","V10.6","V11.11","V1.16","V11.12","V3.23","V3.24","V1.17","V6.13","V1.18"
"1",1.13636363636364,1.69230769230769,1.1875,1.12244897959184,1.72,1.26865671641791,1.23076923076923,1.49315068493151,1.08823529411765,1.26086956521739,1.40384615384615,1.13636363636364,1.09836065573771,1.1271186440678,1.47852760736196,1,1.27272727272727,1.15,1.27272727272727,1,1.40909090909091,1.12857142857143,1,1,1.72857142857143,1.29032258064516,1.64077669902913,1,1.05454545454545,2.3314606741573,1.06521739130435,1.24,1,1.225,1.05791505791506,1,1.40540540540541,1.66990291262136,1.13953488372093,1.42857142857143,1.23076923076923,1,1.1875,2.71428571428571,1.34821428571429,1.21428571428571,1.15168539325843,1.796875,1.21428571428571,1,1.65217391304348,1.0983606557377,1.09375,1,1.58928571428571,1.47368421052632,1,1.15,1,1.75,1,1.12,1,2.12230215827338,1,2.14705882352941,1.87272727272727,1,1.23076923076923,1.84782608695652,1.19672131147541,1,1.15789473684211,1.30379746835443,1.08571428571429,1,2.44578313253012,1,1,1.57446808510638,1.27631578947368,3.83783783783784,1,1.24590163934426,1.39473684210526,1.15789473684211,1.18,1,1,1.05769230769231,1.21428571428571,2.95,1.24324324324324,1.42857142857143,1.09677419354839,1,1.23076923076923,1.36,1.32142857142857,1.10714285714286,1,1.12,1.21,1.13636363636364,1.98181818181818,1.24324324324324,1.88636363636364,1.046875,1.31034482758621,1,1,1,1.10344827586207,1.86301369863014,1,1.13636363636364,1,1.1875,1.51724137931034,1.16363636363636,1.69230769230769,1.19354838709677,1.17307692307692,2.01470588235294,4.12244897959184,1.09051724137931,1.13636363636364,1.23076923076923,1,1.15,2.40816326530612,1.25714285714286,1.075,1.38709677419355,1.25714285714286,1.1875,3.12727272727273,1.63905325443787,1.21649484536082,1,1.1875,1.10714285714286,1.12244897959184,1,2.2972972972973,1.19565217391304,1.65853658536585,1.34426229508197,1.23076923076923,1.609375,1.06923076923077,1.24,1.15189873417722,1.07643312101911,1.08108108108108,1.49411764705882,1.15789473684211,1.06122448979592,1.24657534246575,1.06976744186047,1.11538461538462,1.40384615384615,1.79591836734694,1.48,1,1.11650485436893,1.1875,1,1.11538461538462,1.234375,1.28235294117647,1.20689655172414,1.46153846153846,1.17647058823529,2.35483870967742,1.15789473684211,1.06521739130435,1.11538461538462,1.21428571428571,1,1.225,1.28846153846154,1,1.23076923076923,1,1,1.10714285714286,1.04285714285714,1.24,1.31132075471698,1.12,1.26896551724138,1.12,1.15789473684211,1.05660377358491,1.72151898734177,1.09278350515464,1.19565217391304,1.17647058823529,1.41860465116279,1.13636363636364,1.13636363636364,1.375,1.16363636363636,1.13636363636364
