"","V36","V49","V30","V2","V30.1","V38","V2.1","V5","V30.2","V5.1","V30.3","V6","V2.2","V30.4","V6.1","V43","V36.1","V30.5","V6.2","V34","V6.3","V30.6","V48","V2.3","V6.4","V30.7","V30.8","V17","V30.9","V30.10","V30.11","V2.4","V30.12","V38.1","V30.13","V31","V30.14","V30.15","V36.2","V30.16","V5.2","V6.5","V6.6","V6.7","V30.17","V2.5","V30.18","V30.19","V6.8","V30.20","V30.21","V5.3","V30.22","V13","V30.23","V32","V6.9","V38.2","V38.3","V30.24","V46","V30.25","V10","V45","V34.1","V30.26","V30.27","V31.1","V46.1","V30.28","V30.29","V30.30","V30.31","V5.4","V30.32","V5.5","V30.33","V42","V33","V30.34","V22","V30.35","V47","V22.1","V8","V10.1","V6.10","V30.36","V30.37","V10.2","V25","V30.38","V2.6","V45.1","V2.7","V1","V13.1","V30.39","V4","V30.40","V30.41","V8.1","V6.11","V2.8","V22.2","V28","V2.9","V22.3","V22.4","V3","V49.1","V34.2","V4.1","V6.12","V4.2","V18","V42.1","V19","V36.3","V30.42","V45.2","V3.1","V30.43","V4.3","V4.4","V30.44","V4.5","V32.1","V24","V22.5","V4.6","V44","V4.7","V4.8","V4.9","V22.6","V30.45","V30.46","V4.10","V30.47","V19.1","V2.10","V38.4","V43.1","V30.48","V4.11","V30.49","V4.12","V33.1","V4.13","V41","V2.11","V45.3","V5.6","V48.1","V4.14","V30.50","V22.7","V3.2","V36.4","V22.8","V3.3","V30.51","V10.3","V10.4","V30.52","V4.15","V22.9","V30.53","V19.2","V4.16","V30.54","V44.1","V4.17","V2.12","V35","V4.18","V44.2","V46.2","V2.13","V36.5","V6.13","V22.10","V30.55","V39","V30.56","V46.3","V6.14","V30.57","V22.11","V30.58","V45.4","V2.14","V46.4","V30.59","V29","V30.60","V6.15","V30.61","V12","V29.1","V35.1","V22.12","V30.62","V36.6"
"1",1.5,1,1,2.33333333333333,2.16666666666667,3.44444444444444,1.46153846153846,1.16666666666667,1.5,1.11764705882353,4,2.33333333333333,1.18181818181818,2.22222222222222,1.00961538461538,1.25,1,1.55555555555556,2,2,3.33333333333333,1.375,1.33333333333333,1.25,3.66666666666667,2.8,9.09090909090909,1.5,3.66666666666667,5.73529411764706,5.2,1.25,8.3125,1,7.66666666666667,1,3.88571428571429,2.7,1,4.71428571428571,4.375,2.7,1.5,2.22222222222222,9,1.8,9.09090909090909,6.58333333333333,1.16666666666667,1.82142857142857,10.2857142857143,1.33333333333333,1.84615384615385,1.57142857142857,5.51851851851852,1.2,1.2,3.71428571428571,1,2.8125,1,2.16666666666667,1.33333333333333,1.05882352941176,1,3.56521739130435,3.27272727272727,1.5,1,2.33333333333333,3.7037037037037,1.5,2.25,1,2.66666666666667,1.2,1.77586206896552,1,1,14,1.15384615384615,1.35714285714286,1,1.11111111111111,2.375,1.33333333333333,8.5,1.81818181818182,1.4,1.5,1.33333333333333,2.45454545454545,2.2,2,1.5,1.75,1.5,1.75,1.28571428571429,1.83333333333333,2.5,1.25,2.4375,1.25,1.3125,1,1.1304347826087,1.22222222222222,1.36,1.09090909090909,1,1,1.25,2.25,1.5,1.33333333333333,1,1.33333333333333,1.625,4.53846153846154,1,2.66666666666667,1.41666666666667,10.6,10.8888888888889,2.14705882352941,2.25,1,1,2.33333333333333,4.14285714285714,1.25,1.25,2.5,4.8,1.5,1.74074074074074,1.15625,5,1.25,1.5,2.33333333333333,1.1,1,3.5,3.14285714285714,2.78571428571429,1.78571428571429,1.5,1.88888888888889,4.31578947368421,1.5,1,1.23529411764706,1.42857142857143,4.75,1.66666666666667,2,4.45454545454545,1.16666666666667,2.5,1.41666666666667,1.8,1,1.25,1.27586206896552,2,3.875,1.29411764705882,1.14285714285714,1.1,6,1,1.16666666666667,2.75,1,1.42857142857143,1.3,1,1.3,1.5,1.625,3.57142857142857,1.32352941176471,1.5,2.8,1.4,1.07692307692308,2.84615384615385,1.17241379310345,1.5,1.25806451612903,1.05555555555556,1,5.6875,1.05,2.35,1.05263157894737,3.2,1.14285714285714,1.66666666666667,1,1.72727272727273,5.1,1.2
