"","V3","V5","V5.1","V3.1","V3.2","V11","V12","V2","V5.2","V2.1","V11.1","V12.1","V2.2","V10","V11.2","V11.3","V10.1","V10.2","V10.3","V5.3","V11.4","V2.3","V3.3","V10.4","V11.5","V10.5","V10.6","V7","V10.7","V11.6","V10.8","V5.4","V10.9","V10.10","V13","V5.5","V2.4","V10.11","V13.1","V10.12","V13.2","V10.13","V10.14","V10.15","V8","V3.4","V8.1","V8.2","V1","V1.1","V13.3","V1.2","V10.16","V8.3","V10.17","V10.18","V5.6","V11.7","V11.8","V10.19","V12.2","V10.20","V11.9","V2.5","V12.3","V10.21","V10.22","V5.7","V5.8","V10.23","V12.4","V3.5","V3.6","V7.1","V11.10","V13.4","V4","V5.9","V5.10","V4.1","V5.11","V7.2","V3.7","V6","V5.12","V13.5","V10.24","V3.8","V3.9","V1.3","V1.4","V7.3","V3.10","V12.5","V1.5","V5.13","V5.14","V3.11","V7.4","V7.5","V3.12","V3.13","V10.25","V1.6","V6.1","V5.15","V8.4","V6.2","V6.3","V5.16","V2.6","V5.17","V5.18","V9","V6.4","V5.19","V5.20","V7.6","V7.7","V6.5","V5.21","V5.22","V5.23","V7.8","V7.9","V7.10","V7.11","V5.24","V5.25","V6.6","V7.12","V3.14","V7.13","V13.6","V7.14","V5.26","V7.15","V7.16","V7.17","V3.15","V5.27","V3.16","V10.26","V3.17","V7.18","V7.19","V7.20","V12.6","V5.28","V7.21","V1.7","V1.8","V13.7","V13.8","V10.27","V7.22","V5.29","V6.7","V5.30","V3.18","V6.8","V5.31","V1.9","V13.9","V6.9","V7.23","V5.32","V6.10","V7.24","V3.19","V1.10","V5.33","V5.34","V6.11","V1.11","V6.12","V12.7","V2.7","V2.8","V7.25","V1.12","V6.13","V6.14","V5.35","V5.36","V8.5","V1.13","V9.1","V6.15","V6.16","V5.37","V9.2","V9.3","V5.38","V9.4","V9.5","V6.17","V6.18","V3.20","V6.19","V1.14","V6.20","V6.21","V1.15","V4.2"
"1",1.50980392156863,2.02631578947368,1.14606741573034,1.7716894977169,2.1063829787234,1.38133333333333,1.37142857142857,1.28173374613003,1.14444444444444,1.35616438356164,1.09594095940959,1,1.61049723756906,1.05427974947808,1.85541125541126,1,1.22608695652174,2.22777777777778,1.67826086956522,1.18439716312057,1,1.37864077669903,1.12745098039216,1.12745098039216,1,1.50649350649351,2.47967479674797,1.17105263157895,2.36046511627907,4.45441696113074,3.30496453900709,2.1304347826087,1.92035398230089,1.18439716312057,7.41735228122663,2.85714285714286,2.64647577092511,1.74378109452736,1.50555555555556,1.85119047619048,1.1256038647343,1.50485436893204,1.34210526315789,1.50485436893204,2.71374764595104,1.08441558441558,3.18710691823899,3.8280701754386,1.609375,3.52155172413793,1.2983606557377,1.0530612244898,1.104,2.16766467065868,2.49640287769784,2.02247191011236,1.18439716312057,2.13592233009709,1.87640449438202,1.51485148514851,1,1.67532467532468,1.25490196078431,1.12682926829268,1,1.12729498164015,2.55161290322581,1.73033707865169,1.41269841269841,1.92258064516129,6.92541436464088,1.73758865248227,2.4695652173913,1.03466666666667,1.21885521885522,1,3.24162946428571,1.87640449438202,1.76470588235294,6.23714285714286,1.28729281767956,1.416,2.1685393258427,1.25161290322581,1,1.29213483146067,2.48997134670487,3.09444444444444,2.51948051948052,1.15918367346939,1.18439716312057,1.34821428571429,1.40414507772021,2.18181818181818,1.25324675324675,1.73033707865169,2.19736842105263,1.46099290780142,1.40625,1.5531914893617,1.73033707865169,3.03478260869565,1.03241895261845,1.22608695652174,2.2093023255814,1.50649350649351,1.1340206185567,1.18932038834951,2.05535055350553,1.0631067961165,1.203125,1.51315789473684,1.50431034482759,1.29177057356608,1.60621761658031,2.02247191011236,1.41269841269841,1.41269841269841,1.13131313131313,3.92248062015504,1.68421052631579,1.14444444444444,1.87564766839378,2.24871355060034,3.78571428571429,2.31431431431431,2.4695652173913,2.02631578947368,1.41269841269841,1.42207792207792,2.83009708737864,1.71290322580645,1.29680365296804,1.06735751295337,4.02214022140221,1,1.59661835748792,1.13727560718057,2.39597315436242,2.1304347826087,1.73033707865169,1.79444444444444,1.23744292237443,2.1171875,2.18721461187215,1.31553398058252,1.93123209169054,1,2.19736842105263,1.03724928366762,1.88724035608309,1.15568862275449,1.03466666666667,1.1029702970297,1.07784431137725,2.85714285714286,1.14606741573034,2.01197604790419,2.70707070707071,1.08441558441558,1.08049535603715,1.08754208754209,1.50297619047619,1.11304347826087,1.11304347826087,1.28260869565217,1.12745098039216,1.71232876712329,1.65296803652968,1.67241379310345,1.2512077294686,2.11747851002865,2.02631578947368,1.67532467532468,1.11872146118721,2.53947368421053,1.26943005181347,1.2020725388601,1.56521739130435,1.09594095940959,1.26943005181347,1.32042253521127,2.58888888888889,1.31707317073171,1.43820224719101,1.208,1.25324675324675,1,1.83937007874016,1.79733333333333,1.33766233766234,2.14705882352941,2.24723247232472,2.02247191011236,2.85714285714286,1.03466666666667,1.43093922651934,1.46129032258065,2.01739130434783,1.14444444444444,1.38235294117647,1,2.24657534246575,2.64788732394366,1.1015625
