"","V1","V2","V3","V4","V5","V6","V7"
"1",0.0881834215167549,0.137566137566138,0.149911816578483,0.112874779541446,0.137566137566138,0.125220458553792,0.248677248677249
"2",0.125274725274725,0.140659340659341,0.171428571428571,0.156043956043956,0.125274725274725,0.156043956043956,0.125274725274725
"3",0.133489461358314,0.133489461358314,0.149882903981265,0.117096018735363,0.166276346604215,0.133489461358314,0.166276346604215
"4",0.102651839178785,0.078699743370402,0.0667236954662104,0.132591958939264,0.102651839178785,0.126603934987169,0.390076988879384
"5",0.103785103785104,0.0695970695970696,0.0610500610500611,0.0952380952380952,0.0695970695970696,0.180708180708181,0.42002442002442
"6",0.0983388704318937,0.247176079734219,0.219269102990033,0.154152823920266,0.0564784053156146,0.0611295681063123,0.163455149501661
"7",0.115714285714286,0.125714285714286,0.115714285714286,0.135714285714286,0.0857142857142857,0.180714285714286,0.240714285714286
"8",0.069327731092437,0.15266106442577,0.142857142857143,0.201680672268908,0.0840336134453781,0.0987394957983193,0.250700280112045
"9",0.102905569007264,0.153753026634383,0.13680387409201,0.306295399515739,0.0774818401937046,0.0944309927360775,0.128329297820823
"10",0.0912996777658432,0.113856068743287,0.0612244897959184,0.211600429645542,0.0912996777658432,0.121374865735768,0.309344790547798
"11",0.0934744268077601,0.229276895943563,0.260141093474427,0.0873015873015873,0.111992945326279,0.0749559082892416,0.142857142857143
"12",0.142857142857143,0.168498168498168,0.194139194139194,0.142857142857143,0.104395604395604,0.104395604395604,0.142857142857143
"13",0.0792819745699327,0.231114435302917,0.142109199700823,0.236350037397158,0.0583395661929693,0.0792819745699327,0.173522812266268
"14",0.0691964285714286,0.337946428571429,0.200446428571429,0.0973214285714286,0.0910714285714286,0.0879464285714286,0.116071428571429
"15",0.0930289641629848,0.306087383406971,0.390279823269514,0.0689739813451154,0.038046146293569,0.0621011291114384,0.0414825724104075
"16",0.150579150579151,0.11003861003861,0.123552123552124,0.150579150579151,0.137065637065637,0.191119691119691,0.137065637065637
"17",0.114285714285714,0.201785714285714,0.164285714285714,0.101785714285714,0.101785714285714,0.164285714285714,0.151785714285714
"18",0.108163265306122,0.151020408163265,0.193877551020408,0.11530612244898,0.0795918367346939,0.21530612244898,0.136734693877551
"19",0.104395604395604,0.155677655677656,0.155677655677656,0.0915750915750916,0.13003663003663,0.245421245421245,0.117216117216117
"20",0.0904159132007233,0.204339963833635,0.267631103074141,0.103074141048825,0.0904159132007233,0.15370705244123,0.0904159132007233
"21",0.181380417335473,0.147672552166934,0.158908507223114,0.113964686998395,0.136436597110754,0.158908507223114,0.102728731942215
"22",0.0648429584599797,0.433637284701115,0.128672745694022,0.178318135764944,0.0648429584599797,0.0577507598784194,0.07193515704154
"23",0.144897959183673,0.144897959183673,0.116326530612245,0.173469387755102,0.116326530612245,0.116326530612245,0.187755102040816
"24",0.134251290877797,0.134251290877797,0.242685025817556,0.0981067125645439,0.122203098106713,0.146299483648881,0.122203098106713
"25",0.135778635778636,0.135778635778636,0.180823680823681,0.131274131274131,0.117760617760618,0.180823680823681,0.117760617760618
"26",0.120879120879121,0.231990231990232,0.223443223443223,0.0952380952380952,0.0866910866910867,0.137973137973138,0.103785103785104
"27",0.100985221674877,0.236042692939245,0.273399014778325,0.0952380952380952,0.0866174055829228,0.141215106732348,0.0665024630541872
"28",0.108225108225108,0.153679653679654,0.229437229437229,0.123376623376623,0.123376623376623,0.123376623376623,0.138528138528139
"29",0.101161995898838,0.0915926179084074,0.163362952836637,0.0533151059466849,0.134654818865345,0.316473000683527,0.139439507860561
"30",0.0468455402465555,0.210297316896302,0.472226250906454,0.162581580855693,0.0275562001450326,0.0630891950688905,0.0174039158810732
"31",0.112887112887113,0.0919080919080919,0.252747252747253,0.133866133866134,0.133866133866134,0.147852147852148,0.126873126873127
"32",0.10790273556231,0.10790273556231,0.10790273556231,0.10790273556231,0.11854103343465,0.299392097264438,0.150455927051672
"33",0.0886402753872634,0.24526678141136,0.185025817555938,0.108720596672404,0.0826161790017212,0.122776821572002,0.166953528399312
"34",0.130541871921182,0.277093596059113,0.199507389162562,0.12192118226601,0.0701970443349754,0.0874384236453202,0.113300492610837
"35",0.0463516204961072,0.166757197175448,0.0184682237914177,0.433550606554409,0.0406481984428752,0.0229042187217092,0.271319934818034
"36",0.115207373271889,0.115207373271889,0.179723502304147,0.115207373271889,0.115207373271889,0.228110599078341,0.131336405529954
"37",0.0401002506265664,0.384597858282069,0.131009341535657,0.228298017771702,0.0735930735930736,0.0369104579630895,0.105491000227842
"38",0.1039970392302,0.251665433012583,0.388971132494449,0.075499629903775,0.0521835677276092,0.0625462620281273,0.0651369356032568
"39",0.0709290709290709,0.245754245754246,0.0569430569430569,0.238761238761239,0.168831168831169,0.0779220779220779,0.140859140859141
"40",0.174477696216827,0.130999435347261,0.316770186335404,0.130999435347261,0.0756634669678148,0.0875211744776962,0.0835686053077357
"41",0.0714285714285714,0.372313527180784,0.0581542351453856,0.252844500632111,0.0802781289506953,0.0802781289506953,0.0847029077117573
"42",0.148711943793911,0.22248243559719,0.206088992974239,0.124121779859485,0.107728337236534,0.0831381733021077,0.107728337236534
"43",0.115207373271889,0.195852534562212,0.147465437788018,0.131336405529954,0.131336405529954,0.163594470046083,0.115207373271889
"44",0.179401993355482,0.171650055370986,0.140642303433001,0.132890365448505,0.109634551495017,0.140642303433001,0.125138427464009
"45",0.120175089534421,0.404297652208516,0.0226820533227218,0.19816951850378,0.056108237166733,0.0505372065260645,0.148030242737764
"46",0.0870748299319728,0.229931972789116,0.0870748299319728,0.287074829931973,0.0775510204081633,0.0870748299319728,0.14421768707483
"47",0.207181606819943,0.546241281322656,0.0616119865667786,0.0652286230948075,0.0290622578145182,0.055282872642728,0.0353913717385688
"48",0.13974478680361,0.632119514472456,0.0569561157796452,0.0569561157796452,0.0329909741674448,0.0264550264550265,0.0547774665421724
