"","V7","V28","V29","V21","V8","V22","V11","V11.1","V26","V11.2","V3","V4","V2","V3.1","V11.3","V17","V22.1","V3.2","V11.4","V3.3","V22.2","V3.4","V23","V20","V11.5","V7.1","V11.6","V9","V11.7","V11.8","V11.9","V18","V11.10","V11.11","V11.12","V28.1","V11.13","V11.14","V11.15","V3.5","V29.1","V3.6","V3.7","V3.8","V11.16","V29.2","V11.17","V11.18","V11.19","V8.1","V11.20","V12","V11.21","V8.2","V11.22","V11.23","V18.1","V22.3","V30","V11.24","V24","V11.25","V22.4","V11.26","V24.1","V11.27","V11.28","V13","V26.1","V11.29","V11.30","V8.3","V19","V29.3","V11.31","V2.1","V22.5","V30.1","V4.1","V11.32","V17.1","V11.33","V19.1","V14","V11.34","V11.35","V3.9","V8.4","V18.2","V11.36","V4.2","V11.37","V18.3","V2.2","V2.3","V24.2","V21.1","V19.2","V23.1","V9.1","V8.5","V18.4","V3.10","V28.2","V14.1","V19.3","V14.2","V18.5","V11.38","V11.39","V3.11","V26.2","V19.4","V14.3","V5","V26.3","V25","V22.6","V14.4","V11.40","V26.4","V11.41","V11.42","V18.6","V11.43","V11.44","V11.45","V14.5","V23.2","V18.7","V18.8","V19.5","V27","V17.2","V11.46","V23.3","V11.47","V8.6","V11.48","V11.49","V17.3","V19.6","V11.50","V11.51","V11.52","V18.9","V11.53","V17.4","V12.1","V17.5","V8.7","V18.10","V29.4","V7.2","V3.12","V18.11","V21.2","V11.54","V19.7","V7.3","V17.6","V11.55","V19.8","V23.4","V17.7","V10","V18.12","V11.56","V18.13","V7.4","V17.8","V11.57","V29.5","V11.58","V11.59","V17.9","V17.10","V16","V23.5","V17.11","V7.5","V3.13","V11.60","V17.12","V28.3","V11.61","V18.14","V9.2","V11.62","V11.63","V13.1","V11.64","V20.1","V14.6","V11.65","V20.2","V6","V3.14","V19.9","V19.10","V3.15","V17.13","V11.66","V11.67","V12.2"
"1",1.27272727272727,1.27272727272727,1,1.1875,1.57692307692308,1.61363636363636,2.88571428571429,1.21951219512195,1.11538461538462,1.34285714285714,1.51428571428571,1.21428571428571,1.09677419354839,2.69879518072289,1.08823529411765,1,1,1.78260869565217,1.21428571428571,1.21428571428571,1.15,2.13793103448276,1,1,2.0188679245283,1.1304347826087,5.85106382978724,1,3.53125,2.78321678321678,3.47826086956522,1.64285714285714,5.27941176470588,1.1304347826087,2.64651162790698,1,3.44897959183673,1.61643835616438,1,3.1063829787234,1.80357142857143,1.75,1.375,1.3,4.12676056338028,1.70588235294118,3.4453781512605,2.11627906976744,1.17647058823529,1.96428571428571,1.62264150943396,1.1875,1.42857142857143,1.34615384615385,4.21686746987952,1.42857142857143,1,3.06896551724138,1,1.12931034482759,1,1.65217391304348,1,1.25888324873096,1,1.48387096774194,1.56603773584906,1,1,1.51063829787234,9.79310344827586,1.88235294117647,1.15,1.35593220338983,1.63157894736842,1.21428571428571,1.47802197802198,1,1.27272727272727,4.15584415584416,1.9622641509434,1.58536585365854,1.17647058823529,1.8936170212766,2.77966101694915,1.21428571428571,5.3421052631579,1.46153846153846,1.52173913043478,1,1.23076923076923,2.65,2.2,1.18,1.17647058823529,1,1,1.26086956521739,1.6,1,1.17647058823529,1,1.7012987012987,1,1.96428571428571,1.08571428571429,2.3943661971831,1.63157894736842,3.34375,2.04347826086956,2.09090909090909,1,1.31578947368421,4.78947368421053,1.34615384615385,1.42857142857143,1,1,1,2.35849056603774,2.125,3.08695652173913,1.23684210526316,2.76635514018692,5.77272727272727,2.14473684210526,1.35294117647059,1.375,1,1.09375,3.65384615384615,1.73584905660377,1.09375,1,1.6,1,2.13207547169811,1.5958904109589,3.05813953488372,1.21428571428571,1,3.82352941176471,1.41379310344828,1.21428571428571,2.02631578947368,1.17142857142857,1.47727272727273,1,1.375,1.375,1.51923076923077,1.17647058823529,1.19354838709677,1.28421052631579,1.20689655172414,1.12328767123288,1,2.03846153846154,4.15789473684211,1.6,2.03846153846154,1.28125,1.09375,1,1,1.08108108108108,1.375,1.84375,1.17142857142857,1.47368421052632,3.1063829787234,2.29545454545455,1,1.6,1.75,1,1.20689655172414,1.31578947368421,1,1.375,2.5,1.17142857142857,1.78947368421053,1,1,1.7012987012987,1.70588235294118,1.16981132075472,2.09090909090909,4.65853658536585,1.70588235294118,2.98387096774194,1.38709677419355,1.64285714285714,1.30841121495327,2.24528301886792,1.76056338028169,1.33962264150943,1.3,1,1.21428571428571,1,2.30434782608696,1.68181818181818,1.21428571428571
