"","V2","V7","V3","V2.1","V2.2","V13","V2.3","V15","V8","V6","V1","V13.1","V2.4","V1.1","V13.2","V14","V13.3","V1.2","V1.3","V10","V13.4","V12","V15.1","V11","V1.4","V1.5","V1.6","V15.2","V1.7","V13.5","V1.8","V7.1","V1.9","V10.1","V6.1","V7.2","V15.3","V1.10","V6.2","V1.11","V6.3","V1.12","V9","V3.1","V5","V2.5","V5.1","V5.2","V2.6","V2.7","V6.4","V2.8","V1.13","V15.4","V1.14","V1.15","V7.3","V13.6","V13.7","V1.16","V7.4","V1.17","V13.8","V15.5","V7.5","V13.9","V1.18","V7.6","V7.7","V1.19","V4","V2.9","V2.10","V3.2","V1.20","V15.6","V12.1","V7.8","V7.9","V8.1","V14.1","V9.1","V2.11","V14.2","V8.2","V10.2","V1.21","V2.12","V2.13","V10.3","V10.4","V2.14","V2.15","V4.1","V2.16","V7.10","V7.11","V2.17","V9.2","V2.18","V2.19","V2.20","V1.22","V3.3","V14.3","V14.4","V3.4","V14.5","V14.6","V14.7","V3.5","V7.12","V3.6","V14.8","V11.1","V2.21","V9.3","V3.7","V3.8","V14.9","V7.13","V14.10","V14.11","V9.4","V9.5","V9.6","V9.7","V7.14","V14.12","V3.9","V3.10","V14.13","V3.11","V9.8","V9.9","V7.15","V9.10","V6.5","V9.11","V2.22","V7.16","V2.23","V1.23","V2.24","V15.7","V9.12","V9.13","V9.14","V7.17","V9.15","V12.2","V9.16","V3.12","V12.3","V3.13","V9.17","V7.18","V11.2","V14.14","V3.14","V3.15","V14.15","V6.6","V14.16","V11.3","V9.18","V7.19","V3.16","V11.4","V2.25","V11.5","V14.17","V7.20","V11.6","V2.26","V11.7","V3.17","V3.18","V15.8","V11.8","V12.4","V1.24","V9.19","V8.3","V7.21","V11.9","V9.20","V10.5","V11.10","V11.11","V7.22","V10.6","V10.7","V7.23","V10.8","V10.9","V15.9","V1.25","V10.10","V14.18","V2.27","V9.21","V11.12","V2.28","V3.19"
"1",1.48,1.68181818181818,1,1.49090909090909,2.67441860465116,1.70588235294118,1.75,1.13761467889908,2.05405405405405,1.36206896551724,1.53424657534247,1.24,2.07462686567164,1.69924812030075,3.02904564315353,1,1.10714285714286,1.65217391304348,1.21428571428571,1.10714285714286,1.09677419354839,1.07594936708861,1,1.68181818181818,1.44628099173554,1.45,1.94082840236686,1,3.27586206896552,4.69397590361446,2.22448979591837,2.35483870967742,3.97931034482759,1,12.4744525547445,3.30769230769231,4.62019230769231,3.11046511627907,1.36734693877551,2.29,1.61607142857143,3.02702702702703,1,1.19736842105263,2.41059602649007,1.08823529411765,10.3512195121951,7,1.52941176470588,4.25862068965517,2.73684210526316,1.53731343283582,2.37142857142857,1.05769230769231,5.51685393258427,1.42857142857143,1.84,2.76086956521739,3.625,2.23214285714286,1.23076923076923,2.39285714285714,1.27272727272727,1.54915254237288,1.23076923076923,1.07191780821918,2.25242718446602,2.3125,1.375,2.02352941176471,10.2465753424658,4.13636363636364,3.31818181818182,1.84466019417476,1.35526315789474,1.13636363636364,4.99753694581281,2.6875,3.21052631578947,12.2094594594595,1.06185567010309,1.14788732394366,3.4375,1.03947368421053,1.70754716981132,1.13636363636364,2.27118644067797,2.71428571428571,3.29411764705882,1.27272727272727,1.17647058823529,1.05084745762712,1.26086956521739,1.09230769230769,1.35294117647059,1.95454545454545,2.5,1.79411764705882,1.56756756756757,2.25806451612903,1.40909090909091,2.92857142857143,1.66942148760331,1.24,1.24770642201835,1.58695652173913,1.23493975903614,1.53731343283582,1.78947368421053,1.34883720930233,1.29032258064516,1.75,1.234375,1.08823529411765,1.73469387755102,1,1.23076923076923,1.15789473684211,2.02272727272727,4.796875,1.27272727272727,2.94594594594595,1.88524590163934,1.08759124087591,1.63861386138614,2.17391304347826,2.92,2.3125,1,1.39130434782609,1.02542372881356,1.78409090909091,3.02325581395349,1.69767441860465,2.63636363636364,1.31578947368421,1.15697674418605,1.14079422382671,4.17796610169492,2.32,2.26315789473684,3.03225806451613,1.27272727272727,2.77272727272727,1,1.38181818181818,1.17647058823529,1.4390243902439,2.3125,1.02912621359223,1.06474820143885,1.19354838709677,1.62637362637363,1.15976331360947,1.3,2.39370078740157,1.40909090909091,1.51923076923077,2.08791208791209,1,1.20689655172414,1.24657534246575,1.30681818181818,1.16216216216216,1.6,1.65217391304348,1.31578947368421,2.04347826086956,1,1.53164556962025,1.93577981651376,4.47142857142857,1.63157894736842,1.15,1.04109589041096,2.63636363636364,1.6734693877551,1.36206896551724,1.35294117647059,1.328125,1.24489795918367,1.3134328358209,1.08955223880597,3.33035714285714,1.9375,5.61194029850746,1.38709677419355,1.65753424657534,3.12903225806452,1.62589928057554,1.75,1.6195652173913,1.77678571428571,2.09090909090909,4.24107142857143,1.52941176470588,1.65094339622642,1.6,1.075,1.04918032786885,1.48,1.12,3.18181818181818,3.203125,1
