"","V5","V1","V3","V4","V5.1","V6","V7","V5.2","V3.1","V5.3","V5.4","V6.1","V4.1","V5.5","V3.2","V5.6","V5.7","V1.1","V6.2","V2","V5.8","V5.9","V5.10","V6.3","V1.2","V1.3","V5.11","V6.4","V6.5","V5.12","V6.6","V7.1","V1.4","V5.13","V5.14","V3.3","V6.7","V1.5","V3.4","V1.6","V7.2","V1.7","V7.3","V6.8","V7.4","V5.15","V7.5","V7.6","V5.16","V5.17","V5.18","V5.19","V1.8","V5.20","V1.9","V3.5","V7.7","V1.10","V1.11","V1.12","V4.2","V5.21","V1.13","V6.9","V4.3","V1.14","V3.6","V1.15","V5.22","V3.7","V1.16","V5.23","V2.1","V4.4","V1.17","V3.8","V6.10","V4.5","V4.6","V3.9","V2.2","V5.24","V4.7","V1.18","V5.25","V5.26","V1.19","V5.27","V5.28","V6.11","V4.8","V7.8","V4.9","V1.20","V7.9","V2.3","V1.21","V4.10","V2.4","V3.10","V4.11","V7.10","V6.12","V4.12","V2.5","V4.13","V3.11","V4.14","V4.15","V5.29","V6.13","V3.12","V1.22","V2.6","V2.7","V2.8","V5.30","V1.23","V1.24","V2.9","V4.16","V5.31","V3.13","V7.11","V1.25","V7.12","V7.13","V1.26","V3.14","V4.17","V1.27","V4.18","V4.19","V1.28","V3.15","V6.14","V3.16","V7.14","V7.15","V5.32","V1.29","V5.33","V6.15","V5.34","V5.35","V1.30","V5.36","V5.37","V4.20","V4.21","V7.16","V7.17","V1.31","V1.32","V3.17","V7.18","V4.22","V4.23","V3.18","V4.24","V1.33","V5.38","V2.10","V7.19","V4.25","V1.34","V5.39","V4.26","V7.20","V4.27","V1.35","V1.36","V7.21","V1.37","V5.40","V4.28","V4.29","V7.22","V6.16","V1.38","V1.39","V6.17","V1.40","V4.30","V5.41","V3.19","V4.31","V2.11","V7.23","V1.41","V3.20","V6.18","V3.21","V7.24","V1.42","V3.22","V7.25","V6.19","V6.20","V4.32","V6.21","V4.33","V4.34","V7.26","V2.12"
"1",1.35897435897436,1.12280701754386,1.109375,1.78358208955224,1.49494949494949,1.05857740585774,1.12426035502959,2.24113475177305,1.05511811023622,1.2089552238806,1.62686567164179,1.08974358974359,1.0472972972973,1.06231454005935,1.56703910614525,1,1,1.33108108108108,1.29577464788732,1.3943661971831,1.24705882352941,1.19858156028369,1.19718309859155,1,1.91477272727273,1.175,1.06363636363636,1,2.26771653543307,1.02218700475436,1.60629921259843,1.09859154929577,1.50602409638554,1.15671641791045,1.51639344262295,1.14,1.3906976744186,1.27920227920228,1.04320987654321,1.2654028436019,1.21538461538462,1.33070866141732,1,1.3134328358209,1.14583333333333,1.30973451327434,1.23755656108597,1.07368421052632,1.07608695652174,1.07650273224044,2.28464419475655,1.03553299492386,1.94594594594595,1.09459459459459,1.2983606557377,1.08235294117647,1.09859154929577,1.22950819672131,1.109375,1.56852791878173,1,1.12389380530973,1.08974358974359,1.99720670391061,1.14,2.07905138339921,1.02692307692308,1.109375,1,1.47727272727273,1.49822064056939,1.22826086956522,1.41176470588235,1.25609756097561,1.34567901234568,1.08974358974359,4.39748953974895,1,1.328125,2.66306695464363,1.03684210526316,1.28994082840237,1.29577464788732,1.14213197969543,1,1.09859154929577,1.20860927152318,1.22047244094488,1.19858156028369,1.47014925373134,1.16470588235294,1.1858407079646,1.23333333333333,1.55681818181818,1,1.08974358974359,1.36842105263158,1.21212121212121,1.14141414141414,1.06603773584906,1.08235294117647,1,1.2928870292887,1.08235294117647,1.19125683060109,1,1.67364016736402,1.54609929078014,1.56172839506173,1.2755905511811,1.07608695652174,1.28,1.16568047337278,1.36991869918699,1.19858156028369,1.17948717948718,1,1.109375,1.05384615384615,1.19905213270142,1.36842105263158,1.4622641509434,1.67910447761194,1.21980676328502,1.56398104265403,1.81008902077151,1.19718309859155,1.24561403508772,1.14,1.2755905511811,1.2258064516129,1.13725490196078,1.07954545454545,1.04964539007092,1,1,1.28378378378378,2.49466192170818,1.27704485488127,1.49295774647887,1.109375,1.15671641791045,1.0472972972973,1.26923076923077,1.1044776119403,1.75833333333333,1.37745098039216,1.24822695035461,1.12280701754386,1.17073170731707,1.01635514018692,1.05833333333333,1.46445497630332,1.10174418604651,1.33018867924528,1.76150627615063,1.109375,1.15671641791045,1.84153005464481,1.06194690265487,2.41414141414141,1.15671641791045,1.2755905511811,1.07608695652174,1.08235294117647,1.32217573221757,1,1.24822695035461,1.09929078014184,1.34751773049645,1.1310861423221,1.38251366120219,1,1.49494949494949,1.4949494949495,1.19718309859155,1.0414201183432,1,1.08974358974359,1.03684210526316,1.15671641791045,1.78358208955224,1.68141592920354,1.2879746835443,1.109375,1.06034482758621,1.15217391304348,1.30601092896175,1.13172043010753,1.75431034482759,1.15217391304348,1.12462908011869,1.14227642276423,1.328125,1.38888888888889,1.43933054393305,1.33175355450237,1.09459459459459,1.07070707070707,1.14141414141414,1,1.29577464788732,1.24822695035461,2.61940298507463,1.08235294117647
