"","V22","V30","V6","V3","V4","V19","V19.1","V22.1","V6.1","V27","V19.2","V8","V20","V19.3","V19.4","V25","V9","V9.1","V19.5","V10","V13","V30.1","V18","V28","V19.6","V28.1","V19.7","V15","V25.1","V25.2","V27.1","V10.1","V30.2","V17","V12","V11","V28.2","V9.2","V29","V17.1","V14","V15.1","V19.8","V1","V13.1","V5","V29.1","V24","V8.1","V29.2","V14.1","V20.1","V30.3","V26","V9.3","V21","V3.1","V13.2","V30.4","V9.4","V23","V23.1","V13.3","V19.9","V27.2","V19.10","V24.1","V23.2","V30.5","V24.2","V30.6","V1.1","V27.3","V14.2","V19.11","V24.3","V19.12","V30.7","V24.4","V10.2","V9.5","V27.4","V22.2","V23.3","V15.2","V14.3","V24.5","V7","V27.5","V22.3","V10.3","V20.2","V4.1","V25.3","V4.2","V3.2","V30.8","V23.4","V23.5","V5.1","V14.4","V10.4","V8.2","V13.4","V10.5","V26.1","V15.3","V2","V12.1","V15.4","V22.4","V16","V8.3","V11.1","V27.6","V6.2","V29.3","V7.1","V15.5","V11.2","V7.2","V30.9","V24.6","V26.2","V26.3","V14.5","V8.4","V29.4","V20.3","V9.6","V11.3","V25.4","V26.4","V7.3","V21.1","V9.7","V21.2","V7.4","V14.6","V10.6","V30.10","V28.3","V2.1","V27.7","V8.5","V7.5","V10.7","V25.5","V22.5","V1.2","V22.6","V7.6","V26.5","V13.5","V26.6","V7.7","V25.6","V15.6","V15.7","V4.3","V23.6","V15.8","V18.1","V26.7","V10.8","V25.7","V18.2","V11.4","V7.8","V28.4","V25.8","V10.9","V24.7","V25.9","V4.4","V10.10","V21.3","V24.8","V24.9","V7.9","V23.7","V17.2","V3.3","V29.5","V29.6","V7.10","V26.8","V7.11","V13.6","V12.2","V29.7","V8.6","V24.10","V17.3","V22.7","V5.2","V13.7","V3.4","V27.8","V8.7","V22.8","V20.4","V10.11","V20.5","V24.11"
"1",1,1,1.375,1.34615384615385,1.15,1.31578947368421,1.09375,1.09375,1.52941176470588,1.20689655172414,1.31034482758621,1.27272727272727,2.24137931034483,1.67741935483871,2.32692307692308,1,1.42857142857143,1.09375,1.21428571428571,1,1.21428571428571,1.23076923076923,1,1,1.09677419354839,1.15,1.28378378378378,1.27272727272727,1,1.6328125,1,1.21428571428571,1.37894736842105,1.88235294117647,1.22941176470588,1.6,1.29577464788732,1.45132743362832,1,1.47368421052632,1.18,1.09375,1.75,1.11538461538462,2.45588235294118,1,1.9,1,1.21428571428571,1.45,3.16923076923077,1,1,1.10344827586207,1.33707865168539,1.21428571428571,1.27272727272727,1.23076923076923,1,1.23076923076923,1,1.15,1,1.07563025210084,1,1.23595505617978,1.12,1,1,1.42857142857143,1.32142857142857,1.3,1.42857142857143,1.54545454545455,1.31578947368421,1,2.87012987012987,1,1.27272727272727,1.08910891089109,1.23684210526316,1.34090909090909,1,1.06,3.14285714285714,1,1.95454545454545,1.15,1.20689655172414,1.39130434782609,1.42857142857143,1.6,1.45,1.29268292682927,1.3,1.27272727272727,1,1.17647058823529,1.17647058823529,1.1304347826087,1.27272727272727,1.52941176470588,1.12,1.17647058823529,1.28125,1,1.28301886792453,1.20689655172414,1,1.34615384615385,1,1.375,1.10344827586207,1.47727272727273,1.23076923076923,1.54545454545455,1,1,1.14516129032258,1.09375,1.75,1.11538461538462,1.31034482758621,1.69642857142857,1.38709677419355,1.06315789473684,1.42857142857143,1,1,1.85714285714286,1.17142857142857,1.24,1,1.1304347826087,1.48,1,1.4468085106383,1.05940594059406,1.50602409638554,1.54545454545455,1.375,1,1.11538461538462,1,1.10344827586207,1.20689655172414,1.06818181818182,1.94285714285714,1,2.125,1.09677419354839,1.52941176470588,1.05084745762712,1.12162162162162,1,1.59154929577465,1,1.6,1.81818181818182,1.15,1.09375,1.09375,1.13636363636364,1,1.21428571428571,1.57446808510638,1,1,1.11538461538462,1,1.75,1.51428571428571,1,1.21428571428571,1.39130434782609,1.27272727272727,1,1.10344827586207,1.21428571428571,1.08571428571429,1.11538461538462,1.15789473684211,1.78260869565217,1.95121951219512,1,1.05660377358491,1.21428571428571,1.07894736842105,1.53225806451613,1.06,1,1.06818181818182,1.53571428571429,1,1,1.06382978723404,1.18,1.09375,1,1.6,1.21428571428571,1,1.91304347826087,1.19148936170213,1
