"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0.0705128205128205,0.0448717948717949,0.0576923076923077,0.0576923076923077,0.0448717948717949,0.032051282051282,0.032051282051282,0.0705128205128205,0.032051282051282,0.032051282051282,0.032051282051282,0.0833333333333333,0.0448717948717949,0.032051282051282,0.0448717948717949,0.0961538461538462,0.0448717948717949,0.0705128205128205,0.0448717948717949,0.032051282051282
"2",0.0564516129032258,0.0403225806451613,0.0403225806451613,0.0403225806451613,0.0403225806451613,0.0403225806451613,0.0403225806451613,0.0403225806451613,0.0403225806451613,0.0564516129032258,0.0403225806451613,0.0564516129032258,0.0403225806451613,0.0403225806451613,0.0403225806451613,0.0564516129032258,0.0403225806451613,0.0403225806451613,0.169354838709677,0.0403225806451613
"3",0.040983606557377,0.040983606557377,0.040983606557377,0.040983606557377,0.040983606557377,0.040983606557377,0.0737704918032787,0.040983606557377,0.0573770491803279,0.040983606557377,0.040983606557377,0.0573770491803279,0.040983606557377,0.0573770491803279,0.040983606557377,0.0901639344262295,0.040983606557377,0.040983606557377,0.0901639344262295,0.040983606557377
"4",0.0714285714285714,0.0510204081632653,0.119047619047619,0.0306122448979592,0.0510204081632653,0.0238095238095238,0.0170068027210884,0.180272108843537,0.0170068027210884,0.0238095238095238,0.0510204081632653,0.0238095238095238,0.0578231292517007,0.0374149659863946,0.0170068027210884,0.0238095238095238,0.0238095238095238,0.0578231292517007,0.0374149659863946,0.0850340136054422
"5",0.0233644859813084,0.0981308411214953,0.0327102803738318,0.088785046728972,0.0514018691588785,0.0981308411214953,0.0327102803738318,0.116822429906542,0.0327102803738318,0.0514018691588785,0.0327102803738318,0.0327102803738318,0.0514018691588785,0.0420560747663551,0.0233644859813084,0.0233644859813084,0.0233644859813084,0.0327102803738318,0.0607476635514019,0.0514018691588785
"6",0.038659793814433,0.0335051546391753,0.0128865979381443,0.0283505154639175,0.0695876288659794,0.0489690721649485,0.038659793814433,0.0747422680412371,0.0592783505154639,0.0128865979381443,0.0128865979381443,0.0283505154639175,0.0489690721649485,0.0335051546391753,0.0438144329896907,0.0335051546391753,0.152061855670103,0.152061855670103,0.0283505154639175,0.0489690721649485
"7",0.0327380952380952,0.0327380952380952,0.0744047619047619,0.0327380952380952,0.0446428571428571,0.133928571428571,0.0327380952380952,0.12797619047619,0.0148809523809524,0.0386904761904762,0.104166666666667,0.0208333333333333,0.0208333333333333,0.0327380952380952,0.0625,0.0208333333333333,0.056547619047619,0.056547619047619,0.0446428571428571,0.0148809523809524
"8",0.0606936416184971,0.0317919075144509,0.0375722543352601,0.0433526011560694,0.130057803468208,0.0433526011560694,0.0317919075144509,0.135838150289017,0.0317919075144509,0.0549132947976879,0.0491329479768786,0.0202312138728324,0.0202312138728324,0.0202312138728324,0.0433526011560694,0.0433526011560694,0.0838150289017341,0.0433526011560694,0.0260115606936416,0.0491329479768786
"9",0.0330188679245283,0.0235849056603774,0.0518867924528302,0.080188679245283,0.0330188679245283,0.0424528301886792,0.089622641509434,0.0235849056603774,0.0707547169811321,0.108490566037736,0.0330188679245283,0.0424528301886792,0.0330188679245283,0.0235849056603774,0.0330188679245283,0.127358490566038,0.0235849056603774,0.0235849056603774,0.080188679245283,0.0235849056603774
"10",0.11328125,0.05078125,0.05859375,0.09765625,0.05078125,0.05078125,0.02734375,0.09765625,0.05859375,0.01953125,0.01953125,0.01953125,0.01953125,0.05078125,0.02734375,0.02734375,0.01953125,0.09765625,0.04296875,0.05078125
"11",0.0238095238095238,0.0238095238095238,0.0646258503401361,0.0170068027210884,0.0510204081632653,0.0714285714285714,0.0782312925170068,0.0374149659863946,0.0510204081632653,0.0306122448979592,0.0646258503401361,0.0986394557823129,0.0442176870748299,0.0442176870748299,0.0782312925170068,0.0170068027210884,0.0850340136054422,0.0510204081632653,0.0306122448979592,0.0374149659863946
