"","V8","V4","V1","V13","V7","V2","V3","V1.1","V4.1","V13.1","V10","V11","V3.1","V11.1","V9","V6","V12","V12.1","V2.1","V10.1","V10.2","V10.3","V10.4","V6.1","V10.5","V11.2","V11.3","V11.4","V12.2","V12.3","V5","V8.1","V2.2","V13.2","V1.2","V1.3","V13.3","V11.5","V4.2","V3.2","V8.2","V3.3","V11.6","V5.1","V4.3","V1.4","V4.4","V4.5","V12.4","V8.3","V2.3","V9.1","V11.7","V11.8","V4.6","V12.5","V3.4","V9.2","V10.6","V11.9","V10.7","V11.10","V6.2","V11.11","V10.8","V11.12","V12.6","V7.1","V13.4","V11.13","V2.4","V1.5","V2.5","V13.5","V9.3","V2.6","V11.14","V8.4","V4.7","V13.6","V12.7","V3.5","V8.5","V12.8","V4.8","V4.9","V5.2","V1.6","V2.7","V2.8","V3.6","V3.7","V7.2","V2.9","V3.8","V9.4","V12.9","V4.10","V1.7","V9.5","V12.10","V2.10","V6.3","V8.6","V9.6","V2.11","V9.7","V1.8","V5.3","V3.9","V6.4","V8.7","V7.3","V6.5","V1.9","V8.8","V1.10","V13.7","V6.6","V11.15","V8.9","V3.10","V4.11","V9.8","V1.11","V13.8","V3.11","V12.11","V12.12","V1.12","V2.12","V6.7","V9.9","V1.13","V6.8","V4.12","V3.12","V13.9","V13.10","V4.13","V8.10","V2.13","V4.14","V8.11","V12.13","V6.9","V12.14","V7.4","V7.5","V11.16","V11.17","V7.6","V2.14","V2.15","V8.12","V6.10","V10.9","V10.10","V8.13","V12.15","V7.7","V3.13","V13.11","V12.16","V7.8","V6.11","V3.14","V1.14","V6.12","V12.17","V12.18","V3.15","V4.15","V7.9","V13.12","V12.19","V13.13","V4.16","V8.14","V6.13","V8.15","V3.16","V7.10","V4.17","V6.14","V6.15","V11.18","V3.17","V13.14","V1.15","V4.18","V2.16","V2.17","V6.16","V4.19","V8.16","V13.15","V10.11","V13.16","V3.18","V2.18","V5.4","V13.17","V3.19","V2.19"
"1",1,1.20634920634921,1.17105263157895,1.0631067961165,1.1015625,1.11607142857143,1.05603448275862,1.08754208754209,1.27659574468085,1,1.16810344827586,1,1.87564766839378,1,1.85691318327974,1.14606741573034,1.12745098039216,1.07784431137725,1.29213483146067,1.58426966292135,1.11304347826087,1,1.34210526315789,1.34210526315789,1.03466666666667,1.09219858156028,1.05579399141631,1,1.11206896551724,3.90883977900552,1.1015625,1.12745098039216,1.109396914446,1.1015625,1.09590163934426,1.26,1.63016157989228,1.67849686847599,1.07784431137725,1.04024767801858,1.14364640883978,1.33766233766234,1,1.14444444444444,1.416,1.09219858156028,1.63496143958869,2.10332103321033,1.25490196078431,1,2.77272727272727,1,1.94300518134715,1,1.66895368782161,1,1.1015625,1.06735751295337,1.17105263157895,1.77816901408451,1,1.203125,1,1.52077151335312,1,1.12534435261708,1.33620689655172,1.17105263157895,1,1.2015503875969,1.33579335793358,1.38235294117647,1.12745098039216,1.03591160220994,1.21224489795918,1.51315789473684,4.07272727272727,1.41269841269841,1.14606741573034,1.1744966442953,1.12074303405573,1.38376383763838,1.17105263157895,1.04377104377104,1.24148606811146,1.17105263157895,1.1258064516129,1.07784431137725,1.50980392156863,1.36111111111111,1.1015625,1.74093264248705,1.25324675324675,2.13592233009709,1.203125,1.17105263157895,1.20634920634921,1.1015625,1.11304347826087,1.1015625,1,1.29213483146067,1.14899713467049,1.29213483146067,1.11206896551724,1.203125,1,1.14444444444444,1,1.14444444444444,1.11304347826087,1,1.2020725388601,1.03350515463918,1.07222222222222,1,1.26,1,1,1.54491017964072,1,1.16883116883117,1,1.28697571743929,1.1830985915493,1.40112201963534,1.29213483146067,1,1,1.09219858156028,1.23353293413174,1.09154929577465,1,1.07222222222222,1.10612244897959,1,1.39393939393939,2.28743961352657,1.18019801980198,1.29213483146067,1.17105263157895,1.07784431137725,1.13471502590674,1.68421052631579,1.42207792207792,1.06735751295337,1.93888888888889,1.82038834951456,1.20634920634921,1.28782287822878,1.57845433255269,1.45217391304348,1.38376383763838,1.18266978922717,1,1.22349570200573,1,1.18439716312057,1.21224489795918,1,2.5234375,1.65,2.01197604790419,1,1.29213483146067,1.52767527675277,1.61904761904762,1.13471502590674,1.31137724550898,1.05936073059361,1.14364640883978,1.35271317829457,1.20634920634921,1.203125,1,1,1,1.15568862275449,1.12745098039216,1.05038759689922,1.25324675324675,1.15918367346939,1.27659574468085,1.18840579710145,1.17105263157895,1.38376383763838,1.33913043478261,1.33620689655172,2.23591549295775,1.20967741935484,1.73033707865169,1.27400468384075,1.05038759689922,1,1.43771043771044,1.1609907120743,1.07738095238095,2.421875,1,1.16883116883117,1.14606741573034,1,1.21666666666667,1.37864077669903,1.25490196078431
