"","V1","V2","V3","V4","V5"
"1",0.307692307692308,0.153846153846154,0.166666666666667,0.217948717948718,0.153846153846154
"2",0.161290322580645,0.241935483870968,0.225806451612903,0.17741935483871,0.193548387096774
"3",0.180327868852459,0.262295081967213,0.213114754098361,0.180327868852459,0.163934426229508
"4",0.387755102040816,0.197278911564626,0.17687074829932,0.0884353741496599,0.149659863945578
"5",0.383177570093458,0.205607476635514,0.158878504672897,0.121495327102804,0.130841121495327
"6",0.295336787564767,0.0932642487046632,0.207253886010363,0.248704663212435,0.155440414507772
"7",0.369047619047619,0.160714285714286,0.178571428571429,0.154761904761905,0.136904761904762
"8",0.308139534883721,0.0755813953488372,0.354651162790698,0.151162790697674,0.11046511627907
"9",0.19811320754717,0.179245283018868,0.19811320754717,0.235849056603774,0.188679245283019
"10",0.265625,0.1171875,0.359375,0.140625,0.1171875
"11",0.312925170068027,0.142857142857143,0.115646258503401,0.19047619047619,0.238095238095238
"12",0.219178082191781,0.150684931506849,0.178082191780822,0.191780821917808,0.26027397260274
"13",0.452941176470588,0.141176470588235,0.152941176470588,0.129411764705882,0.123529411764706
"14",0.180851063829787,0.131205673758865,0.0957446808510638,0.25531914893617,0.336879432624113
"15",0.115973741794311,0.0547045951859956,0.0700218818380744,0.415754923413567,0.343544857768052
"16",0.295774647887324,0.140845070422535,0.154929577464789,0.183098591549296,0.225352112676056
"17",0.227848101265823,0.164556962025316,0.151898734177215,0.240506329113924,0.215189873417722
"18",0.198412698412698,0.103174603174603,0.134920634920635,0.23015873015873,0.333333333333333
"19",0.16,0.213333333333333,0.146666666666667,0.173333333333333,0.306666666666667
"20",0.16,0.2,0.2,0.226666666666667,0.213333333333333
"21",0.162790697674419,0.162790697674419,0.186046511627907,0.244186046511628,0.244186046511628
"22",0.248062015503876,0.0930232558139535,0.10077519379845,0.255813953488372,0.302325581395349
"23",0.279411764705882,0.176470588235294,0.176470588235294,0.176470588235294,0.191176470588235
"24",0.228571428571429,0.185714285714286,0.171428571428571,0.171428571428571,0.242857142857143
"25",0.107317073170732,0.0975609756097561,0.2,0.175609756097561,0.419512195121951
"26",0.212389380530973,0.106194690265487,0.0973451327433628,0.168141592920354,0.415929203539823
"27",0.180379746835443,0.0854430379746835,0.0886075949367089,0.199367088607595,0.44620253164557
"28",0.206349206349206,0.174603174603175,0.19047619047619,0.206349206349206,0.222222222222222
"29",0.161290322580645,0.0806451612903226,0.139784946236559,0.129032258064516,0.489247311827957
"30",0.101522842639594,0.0241116751269036,0.161167512690355,0.553299492385787,0.15989847715736
"31",0.145038167938931,0.145038167938931,0.16793893129771,0.137404580152672,0.404580152671756
"32",0.126436781609195,0.344827586206897,0.172413793103448,0.137931034482759,0.218390804597701
"33",0.25629290617849,0.0663615560640732,0.0823798627002288,0.1441647597254,0.450800915331808
"34",0.20952380952381,0.152380952380952,0.152380952380952,0.20952380952381,0.276190476190476
"35",0.101097178683386,0.024294670846395,0.737460815047022,0.0862068965517241,0.0509404388714734
"36",0.163934426229508,0.327868852459016,0.163934426229508,0.163934426229508,0.180327868852459
"37",0.394789579158317,0.0380761523046092,0.202404809619238,0.236472945891784,0.128256513026052
"38",0.0943952802359882,0.0707964601769911,0.0766961651917404,0.256637168141593,0.501474926253687
"39",0.126984126984127,0.142857142857143,0.293650793650794,0.238095238095238,0.198412698412698
"40",0.155963302752294,0.0825688073394495,0.142201834862385,0.178899082568807,0.440366972477064
"41",0.215,0.075,0.265,0.28,0.165
"42",0.275,0.108333333333333,0.125,0.158333333333333,0.333333333333333
"43",0.166666666666667,0.166666666666667,0.2,0.233333333333333,0.233333333333333
"44",0.290322580645161,0.161290322580645,0.129032258064516,0.129032258064516,0.290322580645161
"45",0.137071651090343,0.152647975077882,0.202492211838006,0.411214953271028,0.0965732087227414
"46",0.235294117647059,0.147058823529412,0.254901960784314,0.225490196078431,0.137254901960784
"47",0.13677811550152,0.0501519756838906,0.132218844984802,0.557750759878419,0.123100303951368
"48",0.141566265060241,0.0632530120481928,0.102409638554217,0.542168674698795,0.150602409638554
"49",0.183908045977011,0.149425287356322,0.252873563218391,0.252873563218391,0.160919540229885
"50",0.194594594594595,0.145945945945946,0.351351351351351,0.162162162162162,0.145945945945946
"51",0.254545454545455,0.0727272727272727,0.563636363636364,0.0571428571428571,0.051948051948052
"52",0.309210526315789,0.131578947368421,0.296052631578947,0.125,0.138157894736842
"53",0.156976744186047,0.0813953488372093,0.116279069767442,0.180232558139535,0.465116279069767
"54",0.26865671641791,0.194029850746269,0.238805970149254,0.126865671641791,0.171641791044776
"55",0.103571428571429,0.0821428571428571,0.0785714285714286,0.232142857142857,0.503571428571429
"56",0.194805194805195,0.181818181818182,0.168831168831169,0.181818181818182,0.272727272727273
"57",0.178571428571429,0.285714285714286,0.154761904761905,0.19047619047619,0.19047619047619
"58",0.148387096774194,0.135483870967742,0.148387096774194,0.283870967741935,0.283870967741935
"59",0.211267605633803,0.140845070422535,0.183098591549296,0.225352112676056,0.23943661971831
"60",0.169902912621359,0.0922330097087379,0.0728155339805825,0.237864077669903,0.427184466019417
"61",0.2,0.236363636363636,0.181818181818182,0.181818181818182,0.2
"62",0.178217821782178,0.138613861386139,0.138613861386139,0.148514851485149,0.396039603960396
"63",0.164383561643836,0.136986301369863,0.205479452054795,0.232876712328767,0.26027397260274
"64",0.362467866323907,0.0745501285347044,0.167095115681234,0.244215938303342,0.151670951156812
"65",0.2,0.218181818181818,0.2,0.2,0.181818181818182
"66",0.129120879120879,0.0741758241758242,0.159340659340659,0.200549450549451,0.436813186813187
"67",0.144859813084112,0.0934579439252336,0.0981308411214953,0.271028037383178,0.392523364485981
"68",0.169230769230769,0.323076923076923,0.153846153846154,0.169230769230769,0.184615384615385
"69",0.186440677966102,0.23728813559322,0.186440677966102,0.203389830508475,0.186440677966102
"70",0.1875,0.102272727272727,0.107954545454545,0.238636363636364,0.363636363636364
"71",0.423913043478261,0.0706521739130435,0.184782608695652,0.0733695652173913,0.247282608695652
"72",0.260416666666667,0.229166666666667,0.135416666666667,0.166666666666667,0.208333333333333
"73",0.345238095238095,0.202380952380952,0.154761904761905,0.166666666666667,0.130952380952381
"74",0.147208121827411,0.269035532994924,0.32994923857868,0.0913705583756345,0.16243654822335
"75",0.158536585365854,0.0975609756097561,0.134146341463415,0.225609756097561,0.384146341463415
"76",0.243243243243243,0.148648648648649,0.202702702702703,0.189189189189189,0.216216216216216
"77",0.0932982917214192,0.0420499342969777,0.0512483574244415,0.756898817345598,0.0565045992115637
"78",0.166666666666667,0.272727272727273,0.166666666666667,0.196969696969697,0.196969696969697
"79",0.180555555555556,0.305555555555556,0.152777777777778,0.166666666666667,0.194444444444444
"80",0.088455772113943,0.0794602698650675,0.158920539730135,0.604197901049475,0.0689655172413793
"81",0.0913705583756345,0.238578680203046,0.187817258883249,0.157360406091371,0.3248730964467
"82",0.313253012048193,0.319277108433735,0.156626506024096,0.13855421686747,0.072289156626506
"83",0.236111111111111,0.263888888888889,0.208333333333333,0.138888888888889,0.152777777777778
"84",0.203488372093023,0.27906976744186,0.267441860465116,0.127906976744186,0.122093023255814
"85",0.141025641025641,0.170940170940171,0.188034188034188,0.329059829059829,0.170940170940171
"86",0.191176470588235,0.176470588235294,0.25,0.235294117647059,0.147058823529412
"87",0.142292490118577,0.154150197628458,0.0988142292490119,0.185770750988142,0.41897233201581
"88",0.330769230769231,0.276923076923077,0.146153846153846,0.123076923076923,0.123076923076923
"89",0.330357142857143,0.276785714285714,0.133928571428571,0.125,0.133928571428571
"90",0.36986301369863,0.136986301369863,0.143835616438356,0.143835616438356,0.205479452054795
"91",0.347826086956522,0.141304347826087,0.173913043478261,0.16304347826087,0.173913043478261
"92",0.27891156462585,0.442176870748299,0.0952380952380952,0.0884353741496599,0.0952380952380952
"93",0.358974358974359,0.170940170940171,0.153846153846154,0.179487179487179,0.136752136752137
"94",0.308823529411765,0.0931372549019608,0.220588235294118,0.166666666666667,0.21078431372549
"95",0.27,0.21,0.18,0.16,0.18
"96",0.169014084507042,0.267605633802817,0.154929577464789,0.183098591549296,0.225352112676056
"97",0.158730158730159,0.26984126984127,0.174603174603175,0.174603174603175,0.222222222222222
"98",0.24468085106383,0.223404255319149,0.223404255319149,0.170212765957447,0.138297872340426
"99",0.231578947368421,0.210526315789474,0.263157894736842,0.136842105263158,0.157894736842105
"100",0.2,0.24,0.21,0.2,0.15
"101",0.233766233766234,0.207792207792208,0.233766233766234,0.168831168831169,0.155844155844156
"102",0.230769230769231,0.241758241758242,0.230769230769231,0.153846153846154,0.142857142857143
"103",0.179166666666667,0.158333333333333,0.145833333333333,0.166666666666667,0.35
"104",0.142857142857143,0.194805194805195,0.246753246753247,0.168831168831169,0.246753246753247
"105",0.168478260869565,0.358695652173913,0.16304347826087,0.130434782608696,0.179347826086957
"106",0.241379310344828,0.267241379310345,0.155172413793103,0.155172413793103,0.181034482758621
"107",0.126353790613718,0.249097472924188,0.173285198555957,0.216606498194946,0.234657039711191
"108",0.175675675675676,0.337837837837838,0.189189189189189,0.0743243243243243,0.222972972972973
"109",0.161849710982659,0.416184971098266,0.132947976878613,0.104046242774566,0.184971098265896
"110",0.296,0.192,0.096,0.2,0.216
"111",0.247191011235955,0.247191011235955,0.168539325842697,0.146067415730337,0.191011235955056
"112",0.17741935483871,0.225806451612903,0.161290322580645,0.193548387096774,0.241935483870968
"113",0.282208588957055,0.257668711656442,0.196319018404908,0.128834355828221,0.134969325153374
"114",0.168724279835391,0.238683127572016,0.156378600823045,0.172839506172839,0.263374485596708
"115",0.16260162601626,0.414634146341463,0.138211382113821,0.130081300813008,0.154471544715447
"116",0.297297297297297,0.175675675675676,0.148648648648649,0.189189189189189,0.189189189189189
"117",0.185185185185185,0.222222222222222,0.185185185185185,0.203703703703704,0.203703703703704
"118",0.209677419354839,0.225806451612903,0.17741935483871,0.17741935483871,0.209677419354839
"119",0.175257731958763,0.252577319587629,0.15979381443299,0.27319587628866,0.139175257731959
"120",0.25,0.346938775510204,0.147959183673469,0.13265306122449,0.122448979591837
"121",0.171875,0.328125,0.171875,0.171875,0.15625
"122",0.26890756302521,0.218487394957983,0.109243697478992,0.184873949579832,0.218487394957983
"123",0.201388888888889,0.263888888888889,0.152777777777778,0.236111111111111,0.145833333333333
"124",0.150769230769231,0.32,0.264615384615385,0.123076923076923,0.141538461538462
"125",0.171328671328671,0.405594405594406,0.188811188811189,0.108391608391608,0.125874125874126
"126",0.165966386554622,0.441176470588235,0.233193277310924,0.0588235294117647,0.100840336134454
"127",0.146341463414634,0.341463414634146,0.195121951219512,0.158536585365854,0.158536585365854
"128",0.169230769230769,0.261538461538462,0.153846153846154,0.246153846153846,0.169230769230769
"129",0.181818181818182,0.218181818181818,0.2,0.218181818181818,0.181818181818182
"130",0.214953271028037,0.308411214953271,0.158878504672897,0.11214953271028,0.205607476635514
"131",0.175757575757576,0.412121212121212,0.16969696969697,0.127272727272727,0.115151515151515
"132",0.182266009852217,0.270935960591133,0.211822660098522,0.167487684729064,0.167487684729064
"133",0.22972972972973,0.209459459459459,0.168918918918919,0.168918918918919,0.222972972972973
"134",0.168067226890756,0.310924369747899,0.19327731092437,0.168067226890756,0.159663865546218
"135",0.1440329218107,0.403292181069959,0.209876543209877,0.123456790123457,0.119341563786008
"136",0.17741935483871,0.274193548387097,0.161290322580645,0.193548387096774,0.193548387096774
"137",0.222748815165877,0.412322274881517,0.109004739336493,0.109004739336493,0.146919431279621
"138",0.239316239316239,0.284900284900285,0.307692307692308,0.0626780626780627,0.105413105413105
"139",0.183844011142061,0.415041782729805,0.225626740947075,0.0919220055710306,0.0835654596100279
"140",0.290697674418605,0.244186046511628,0.13953488372093,0.162790697674419,0.162790697674419
"141",0.208955223880597,0.26865671641791,0.149253731343284,0.194029850746269,0.17910447761194
"142",0.369747899159664,0.19327731092437,0.092436974789916,0.142857142857143,0.201680672268908
"143",0.188405797101449,0.144927536231884,0.181159420289855,0.260869565217391,0.22463768115942
"144",0.285714285714286,0.226190476190476,0.166666666666667,0.178571428571429,0.142857142857143
"145",0.259259259259259,0.37037037037037,0.148148148148148,0.0740740740740741,0.148148148148148
"146",0.180451127819549,0.353383458646617,0.210526315789474,0.105263157894737,0.150375939849624
"147",0.180412371134021,0.355670103092784,0.221649484536082,0.144329896907216,0.0979381443298969
"148",0.202614379084967,0.359477124183007,0.189542483660131,0.137254901960784,0.111111111111111
"149",0.222222222222222,0.26984126984127,0.158730158730159,0.158730158730159,0.19047619047619
"150",0.131578947368421,0.215789473684211,0.278947368421053,0.163157894736842,0.210526315789474
"151",0.156804733727811,0.144970414201183,0.298816568047337,0.236686390532544,0.162721893491124
"152",0.155555555555556,0.222222222222222,0.255555555555556,0.133333333333333,0.233333333333333
"153",0.188405797101449,0.130434782608696,0.323671497584541,0.193236714975845,0.164251207729469
"154",0.159509202453988,0.0920245398773006,0.349693251533742,0.242331288343558,0.156441717791411
"155",0.152380952380952,0.123809523809524,0.180952380952381,0.238095238095238,0.304761904761905
"156",0.125423728813559,0.416949152542373,0.261016949152542,0.105084745762712,0.0915254237288136
"157",0.188405797101449,0.27536231884058,0.144927536231884,0.188405797101449,0.202898550724638
"158",0.188524590163934,0.319672131147541,0.10655737704918,0.163934426229508,0.221311475409836
"159",0.219730941704036,0.15695067264574,0.179372197309417,0.269058295964126,0.174887892376682
"160",0.280373831775701,0.158878504672897,0.14018691588785,0.214953271028037,0.205607476635514
"161",0.170542635658915,0.356589147286822,0.170542635658915,0.13953488372093,0.162790697674419
"162",0.27891156462585,0.217687074829932,0.19047619047619,0.197278911564626,0.115646258503401
"163",0.182432432432432,0.0945945945945946,0.418918918918919,0.162162162162162,0.141891891891892
"164",0.24390243902439,0.182926829268293,0.231707317073171,0.146341463414634,0.195121951219512
"165",0.162162162162162,0.297297297297297,0.175675675675676,0.148648648648649,0.216216216216216
"166",0.190045248868778,0.312217194570136,0.199095022624434,0.113122171945701,0.18552036199095
"167",0.158730158730159,0.301587301587302,0.158730158730159,0.19047619047619,0.19047619047619
"168",0.213793103448276,0.282758620689655,0.158620689655172,0.193103448275862,0.151724137931034
"169",0.12781954887218,0.360902255639098,0.195488721804511,0.142857142857143,0.172932330827068
"170",0.436708860759494,0.170886075949367,0.139240506329114,0.132911392405063,0.120253164556962
"171",0.171548117154812,0.280334728033473,0.192468619246862,0.133891213389121,0.221757322175732
"172",0.25,0.337962962962963,0.106481481481481,0.125,0.180555555555556
"173",0.161290322580645,0.258064516129032,0.193548387096774,0.193548387096774,0.193548387096774
"174",0.17,0.31,0.15,0.16,0.21
"175",0.28448275862069,0.129310344827586,0.336206896551724,0.129310344827586,0.120689655172414
"176",0.162162162162162,0.283783783783784,0.216216216216216,0.162162162162162,0.175675675675676
"177",0.159722222222222,0.236111111111111,0.263888888888889,0.152777777777778,0.1875
"178",0.286764705882353,0.125,0.169117647058824,0.213235294117647,0.205882352941176
"179",0.359550561797753,0.123595505617978,0.157303370786517,0.191011235955056,0.168539325842697
"180",0.205128205128205,0.25,0.211538461538462,0.153846153846154,0.179487179487179
"181",0.186440677966102,0.110169491525424,0.330508474576271,0.254237288135593,0.11864406779661
"182",0.226666666666667,0.126666666666667,0.16,0.2,0.286666666666667
"183",0.135338345864662,0.413533834586466,0.172932330827068,0.105263157894737,0.172932330827068
"184",0.125490196078431,0.337254901960784,0.176470588235294,0.266666666666667,0.0941176470588235
"185",0.19047619047619,0.238095238095238,0.158730158730159,0.222222222222222,0.19047619047619
"186",0.22680412371134,0.216494845360825,0.190721649484536,0.164948453608247,0.201030927835052
"187",0.241758241758242,0.175824175824176,0.175824175824176,0.164835164835165,0.241758241758242
"188",0.295081967213115,0.163934426229508,0.147540983606557,0.174863387978142,0.218579234972678
"189",0.0875420875420875,0.35016835016835,0.215488215488215,0.164983164983165,0.181818181818182
"190",0.153846153846154,0.376518218623482,0.210526315789474,0.11336032388664,0.145748987854251
"191",0.176470588235294,0.235294117647059,0.176470588235294,0.247058823529412,0.164705882352941
"192",0.351449275362319,0.101449275362319,0.166666666666667,0.134057971014493,0.246376811594203
"193",0.270531400966184,0.130434782608696,0.1256038647343,0.21256038647343,0.260869565217391
"194",0.152777777777778,0.305555555555556,0.180555555555556,0.166666666666667,0.194444444444444
"195",0.235494880546075,0.109215017064846,0.139931740614334,0.238907849829352,0.276450511945392
"196",0.271966527196653,0.154811715481172,0.142259414225941,0.209205020920502,0.221757322175732
"197",0.19811320754717,0.127358490566038,0.235849056603774,0.231132075471698,0.207547169811321
"198",0.144927536231884,0.260869565217391,0.195652173913043,0.108695652173913,0.289855072463768
"199",0.229166666666667,0.208333333333333,0.166666666666667,0.166666666666667,0.229166666666667
"200",0.274336283185841,0.212389380530973,0.15929203539823,0.15929203539823,0.194690265486726
"201",0.282051282051282,0.217948717948718,0.179487179487179,0.179487179487179,0.141025641025641
"202",0.23943661971831,0.225352112676056,0.154929577464789,0.183098591549296,0.197183098591549
"203",0.125,0.319444444444444,0.159722222222222,0.173611111111111,0.222222222222222
"204",0.166666666666667,0.311827956989247,0.295698924731183,0.112903225806452,0.112903225806452
"205",0.188235294117647,0.211764705882353,0.2,0.211764705882353,0.188235294117647
