"","V2","V2.1","V2.2","V5","V4","V5.1","V5.2","V7","V2.3","V7.1","V6","V7.2","V5.3","V6.1","V6.2","V6.3","V6.4","V6.5","V1","V6.6","V6.7","V6.8","V2.4","V1.1","V6.9","V6.10","V6.11","V3","V1.2","V6.12","V1.3","V2.5","V6.13","V6.14","V7.3","V2.6","V5.4","V6.15","V7.4","V6.16","V3.1","V6.17","V6.18","V1.4","V3.2","V7.5","V3.3","V3.4","V7.6","V7.7","V7.8","V7.9","V6.19","V7.10","V6.20","V6.21","V2.7","V6.22","V6.23","V6.24","V2.8","V6.25","V6.26","V5.5","V2.9","V6.27","V6.28","V2.10","V7.11","V6.29","V5.6","V2.11","V5.7","V7.12","V6.30","V6.31","V3.5","V2.12","V2.13","V2.14","V1.5","V4.1","V2.15","V2.16","V3.6","V7.13","V6.32","V4.2","V4.3","V5.8","V5.9","V4.4","V2.17","V5.10","V4.5","V1.6","V2.18","V2.19","V4.6","V4.7","V2.20","V2.21","V1.7","V1.8","V1.9","V1.10","V1.11","V1.12","V1.13","V2.22","V3.7","V2.23","V5.11","V1.14","V4.8","V5.12","V2.24","V4.9","V3.8","V1.15","V2.25","V2.26","V2.27","V4.10","V4.11","V4.12","V4.13","V2.28","V2.29","V1.16","V4.14","V2.30","V5.13","V4.15","V4.16","V2.31","V4.17","V4.18","V4.19","V2.32","V2.33","V2.34","V5.14","V2.35","V4.20","V4.21","V4.22","V4.23","V2.36","V7.14","V6.33","V4.24","V7.15","V7.16","V1.17","V4.25","V2.37","V1.18","V2.38","V3.9","V4.26","V2.39","V7.17","V1.19","V1.20","V4.27","V2.40","V1.21","V4.28","V5.15","V4.29","V2.41","V2.42","V4.30","V7.18","V1.22","V1.23","V5.16","V5.17","V4.31","V3.10","V1.24","V4.32","V3.11","V2.43","V4.33","V5.18","V1.25","V4.34","V4.35","V2.44","V1.26","V1.27","V2.45","V2.46","V1.28","V1.29","V1.30","V2.47","V1.31","V3.12","V1.32","V1.33","V4.36","V3.13"
"1",1.26415094339623,1.546875,1.09859154929577,1.14644351464435,1.37837837837838,1.19367588932806,1.88421052631579,1.04430379746835,1.26119402985075,1.51851851851852,1.25688073394495,1,2.85161290322581,1.64525139664804,2.74688057040998,1.24705882352941,1.71794871794872,1.49746192893401,1.30434782608696,1.28282828282828,1.19811320754717,1.57988165680473,1.08235294117647,1.08974358974359,1.58160237388724,1.34751773049645,2.2962962962963,1.21875,1.75347222222222,4.9937984496124,1.17156862745098,2.88461538461539,1.24266666666667,1.18064516129032,6.64540540540541,2.10526315789474,1.26532887402453,2.24721603563474,1.24852071005917,1.91760299625468,1.06645569620253,1.20710059171598,1.6140350877193,1.11931818181818,2.88787878787879,1.09459459459459,4.37842778793419,6.69607843137255,1.42424242424242,2.20812182741117,2.02131147540984,1,1.36458333333333,1.08641975308642,1.41540404040404,1.30434782608696,2.34615384615385,1.18666666666667,1.88732394366197,1.5663430420712,1.24561403508772,1.22047244094488,1.24705882352941,1.0979020979021,1.36842105263158,1.91825095057034,1.62921348314607,1.69014084507042,1,1.37692307692308,2.89548693586698,1.55752212389381,1.11666666666667,1.24919093851133,1.54587155963303,1.24705882352941,3.07136060894386,1.984375,1.65882352941176,1.66423357664234,2.17258883248731,2.05963302752294,1.22826086956522,1.12444444444444,1.31460674157303,1.17948717948718,1.4986301369863,1.85806451612903,1.08284023668639,1.21319796954315,1.56565656565657,3.19402985074627,1.28378378378378,1.76642335766423,1.05833333333333,1.16470588235294,1.26923076923077,1.05833333333333,1.1858407079646,1.43362831858407,1.07608695652174,1.83695652173913,1.29449838187702,1.15217391304348,1.61009174311927,1.0472972972973,1.4725,1.12844036697248,1.27667984189723,1.30246913580247,1.07070707070707,1.875,1.49746192893401,1.08308605341246,1.41420118343195,1.15217391304348,1.12280701754386,1,1.15328467153285,1.71936758893281,1.26923076923077,1.49677419354839,1.24888888888889,1.42970297029703,2.71818181818182,2.48032786885246,2.07058823529412,1.69014084507042,1.36842105263158,1.08641975308642,2.17894736842105,1.33189655172414,1.11052631578947,1.23648648648649,2.86666666666667,1.4375,3.5421052631579,1.19971469329529,1.79545454545455,1.52830188679245,1.59154929577465,1.13548387096774,1.09032258064516,1.56565656565657,1.99324324324324,1.13270142180095,1.49822064056939,1.63636363636364,1.765625,1.02430555555556,1.04827586206897,1.22047244094488,1.13592233009709,1.49868073878628,1.19858156028369,1.99762470308789,1.29577464788732,1.40645161290323,1.29080118694362,1.35,1.02928870292887,2.30967741935484,2.46913580246914,1.14141414141414,1.07608695652174,1.33227848101266,1.65625,1.27840909090909,1.67741935483871,1.81052631578947,1.32450331125828,2.1897233201581,1.546875,1.09459459459459,1.56756756756757,1.32941176470588,1.31818181818182,1.34751773049645,2.23529411764706,1.28426395939086,1.40645161290323,1.05857740585774,1.55263157894737,1.18918918918919,1.19718309859155,1.14227642276423,1.26415094339623,1.02928870292887,1.29928741092637,1.24078624078624,1.26415094339623,1.22163588390501,1.12455516014235,1.65882352941176,1,1.28488372093023,1.32384341637011,1.56172839506173,1.4622641509434,1.99115044247788,1.08235294117647,1.07608695652174,1.51704545454545,1.23931623931624,1.07608695652174
