"","V4","V3","V3.1","V2","V2.1","V4.1","V3.2","V1","V3.3","V1.1","V5","V1.2","V3.4","V4.2","V5.1","V5.2","V1.3","V4.3","V2.2","V5.3","V4.4","V4.5","V5.4","V1.4","V3.5","V1.5","V4.6","V4.7","V1.6","V3.6","V3.7","V5.5","V1.7","V4.8","V1.8","V5.6","V4.9","V4.10","V4.11","V4.12","V3.8","V1.9","V4.13","V1.10","V3.9","V1.11","V1.12","V5.7","V3.10","V1.13","V1.14","V3.11","V4.14","V3.12","V4.15","V1.15","V5.8","V4.16","V4.17","V4.18","V5.9","V1.16","V4.19","V4.20","V4.21","V4.22","V4.23","V5.10","V4.24","V4.25","V5.11","V2.3","V2.4","V2.5","V4.26","V5.12","V1.17","V5.13","V5.14","V3.13","V2.6","V1.18","V1.19","V3.14","V3.15","V4.27","V4.28","V2.7","V2.8","V5.15","V5.16","V1.20","V4.29","V3.16","V2.9","V5.17","V5.18","V3.17","V1.21","V3.18","V1.22","V3.19","V1.23","V3.20","V5.19","V1.24","V5.20","V5.21","V5.22","V5.23","V1.25","V2.10","V2.11","V2.12","V1.26","V5.24","V5.25","V5.26","V2.13","V1.27","V4.30","V5.27","V4.31","V3.21","V3.22","V3.23","V3.24","V4.32","V2.14","V1.28","V1.29","V3.25","V5.28","V3.26","V3.27","V5.29","V1.30","V2.15","V3.28","V2.16","V1.31","V5.30","V5.31","V2.17","V1.32","V3.29","V3.30","V1.33","V1.34","V2.18","V4.33","V5.32","V4.34","V4.35","V4.36","V3.31","V5.33","V5.34","V1.35","V4.37","V3.32","V2.19","V1.36","V3.33","V5.35","V3.34","V5.36","V1.37","V3.35","V2.20","V5.37","V1.38","V5.38","V5.39","V1.39","V3.36","V2.21","V4.38","V4.39","V3.37","V4.40","V1.40","V5.40","V4.41","V4.42","V2.22","V1.41","V5.41","V3.38","V3.39","V2.23","V5.42","V5.43","V5.44","V4.43","V5.45","V4.44","V2.24","V1.42","V2.25","V2.26","V2.27","V5.46","V3.40","V2.28"
"1",1.30769230769231,1.16666666666667,1.18181818181818,1.11538461538462,1.29411764705882,1.2,1.11111111111111,2.03846153846154,1,1.88888888888889,1.25,1.14285714285714,1.08333333333333,1.41176470588235,2.9622641509434,1.23076923076923,1.05882352941176,1.16,1.23076923076923,1.06666666666667,1.3125,1.03125,1.08333333333333,1.23076923076923,1.13888888888889,1.26315789473684,1.10526315789474,1,1.15384615384615,1.00793650793651,1.15789473684211,1.26666666666667,1.77777777777778,1,1.17272727272727,1.1,1.16831683168317,2.71875,1.2,1.14705882352941,1.23255813953488,1.73684210526316,1.16666666666667,1.8,1.3265306122449,1.04347826086957,1.03448275862069,1.06382978723404,1.375,1.2,3.5,2.14285714285714,1.14814814814815,1.23076923076923,2.24137931034483,1.07142857142857,1,1.91304347826087,1.06666666666667,1.4,1,1.2,1.13333333333333,1.46153846153846,1,1.25862068965517,1.87096774193548,1.09090909090909,1.09090909090909,1.27272727272727,1.33823529411765,1.1,1.21428571428571,1.65625,1.42307692307692,1.06666666666667,1.65116279069767,1,1.07692307692308,1.79661016949153,1.27027027027027,2,1.13333333333333,1.31428571428571,1.1,1.23076923076923,1.20512820512821,1.89473684210526,2.06666666666667,1.42857142857143,1,2.92857142857143,1.05,1.04651162790698,1.16666666666667,1.23076923076923,1.27272727272727,1,1.1,1.05,1.125,1,1.075,1.26666666666667,1.06451612903226,1.33333333333333,1.08333333333333,1.17857142857143,1.14285714285714,1.08,1.29411764705882,1.16666666666667,1.3125,1.38095238095238,1.05263157894737,1,1,1,1.44117647058824,1.68965517241379,1,1,1.17241379310345,1.75510204081633,1.10204081632653,1.40506329113924,1.23076923076923,1.45454545454545,1.09090909090909,1.04545454545455,1.03571428571429,1.16216216216216,1.06451612903226,1.15,1.45714285714286,1,1.51612903225806,1.19047619047619,1.22727272727273,1.5,1.07692307692308,1.04347826086957,1.19230769230769,1.26666666666667,1.75,1.16666666666667,1.22857142857143,1.06896551724138,1.16666666666667,1.025,1.45454545454545,1.05,1.02564102564103,1.51923076923077,1.31578947368421,2.08108108108108,1.07692307692308,1.17391304347826,1.225,1.04545454545455,1,1.10344827586207,1.125,1.1875,1.23076923076923,1.04761904761905,1,1.10714285714286,1.1304347826087,1.22727272727273,1.15217391304348,1.38461538461538,1,1.23529411764706,2.2,1.23076923076923,1.25925925925926,1.03571428571429,1.13333333333333,1.03125,1.36363636363636,1.13333333333333,1,1.51111111111111,1.16666666666667,1.07692307692308,1.375,1.25,1.18518518518519,1.36842105263158,1.33333333333333,1.47826086956522,1.22727272727273,1.07692307692308,1.01449275362319,1.06,1.11363636363636,1.33333333333333,1.1,1.09090909090909,1.21428571428571,1.14285714285714,1.28,1.7741935483871,1.05882352941176
