"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"1",0.0205761316872428,0.0205761316872428,0.0452674897119342,0.0329218106995885,0.0329218106995885,0.0205761316872428,0.0576131687242798,0.0452674897119342,0.0329218106995885,0.0205761316872428,0.0576131687242798,0.0329218106995885,0.0205761316872428,0.0329218106995885,0.0452674897119342,0.0205761316872428,0.0329218106995885,0.0329218106995885,0.0452674897119342,0.0205761316872428,0.0205761316872428,0.0452674897119342,0.0452674897119342,0.0205761316872428,0.0452674897119342,0.0452674897119342,0.0205761316872428,0.0329218106995885,0.0329218106995885,0.0205761316872428
"2",0.0248756218905473,0.0248756218905473,0.0248756218905473,0.0248756218905473,0.0248756218905473,0.0248756218905473,0.0398009950248756,0.0248756218905473,0.0248756218905473,0.0248756218905473,0.0248756218905473,0.0248756218905473,0.054726368159204,0.0248756218905473,0.0248756218905473,0.0398009950248756,0.0248756218905473,0.0248756218905473,0.0398009950248756,0.0248756218905473,0.0248756218905473,0.0248756218905473,0.0248756218905473,0.0398009950248756,0.0248756218905473,0.144278606965174,0.0248756218905473,0.0696517412935323,0.0248756218905473,0.0248756218905473
"3",0.0273224043715847,0.0273224043715847,0.0273224043715847,0.0273224043715847,0.0437158469945355,0.0273224043715847,0.0437158469945355,0.0273224043715847,0.0273224043715847,0.0437158469945355,0.0437158469945355,0.0601092896174863,0.0273224043715847,0.0273224043715847,0.0437158469945355,0.0273224043715847,0.0273224043715847,0.0437158469945355,0.0273224043715847,0.0273224043715847,0.0273224043715847,0.0273224043715847,0.0437158469945355,0.0273224043715847,0.0273224043715847,0.0437158469945355,0.0273224043715847,0.0273224043715847,0.0437158469945355,0.0273224043715847
"4",0.0158730158730159,0.0158730158730159,0.00992063492063492,0.0337301587301587,0.0158730158730159,0.0158730158730159,0.0515873015873016,0.0634920634920635,0.0337301587301587,0.00992063492063492,0.23015873015873,0.0218253968253968,0.0158730158730159,0.0277777777777778,0.0337301587301587,0.0277777777777778,0.0158730158730159,0.0158730158730159,0.0337301587301587,0.0218253968253968,0.0753968253968254,0.0158730158730159,0.0158730158730159,0.0158730158730159,0.0515873015873016,0.00992063492063492,0.00992063492063492,0.0277777777777778,0.0515873015873016,0.0158730158730159
"5",0.0225988700564972,0.0141242937853107,0.0141242937853107,0.0395480225988701,0.0395480225988701,0.0141242937853107,0.0310734463276836,0.115819209039548,0.0310734463276836,0.0141242937853107,0.124293785310734,0.0141242937853107,0.0141242937853107,0.0141242937853107,0.0395480225988701,0.0141242937853107,0.0310734463276836,0.0480225988700565,0.0480225988700565,0.0225988700564972,0.0225988700564972,0.0225988700564972,0.0310734463276836,0.0225988700564972,0.0225988700564972,0.0734463276836158,0.0141242937853107,0.0480225988700565,0.0225988700564972,0.0141242937853107
"6",0.0214067278287462,0.0305810397553517,0.0351681957186544,0.0672782874617737,0.0214067278287462,0.0305810397553517,0.0214067278287462,0.0214067278287462,0.0351681957186544,0.0168195718654434,0.204892966360856,0.0122324159021407,0.00764525993883792,0.0305810397553517,0.00764525993883792,0.0168195718654434,0.0214067278287462,0.0305810397553517,0.0259938837920489,0.0168195718654434,0.0305810397553517,0.108562691131498,0.0168195718654434,0.0214067278287462,0.0397553516819572,0.0168195718654434,0.0351681957186544,0.0122324159021407,0.0351681957186544,0.00764525993883792
"7",0.0180623973727422,0.013136288998358,0.0279146141215107,0.00821018062397373,0.0180623973727422,0.013136288998358,0.0476190476190476,0.180623973727422,0.0279146141215107,0.0180623973727422,0.165845648604269,0.0328407224958949,0.013136288998358,0.013136288998358,0.00821018062397373,0.0279146141215107,0.00821018062397373,0.0377668308702791,0.0279146141215107,0.00821018062397373,0.0426929392446634,0.0426929392446634,0.0279146141215107,0.00821018062397373,0.00821018062397373,0.0574712643678161,0.0377668308702791,0.00821018062397373,0.0377668308702791,0.013136288998358
"8",0.0125195618153365,0.0406885758998435,0.0125195618153365,0.0406885758998435,0.0219092331768388,0.0125195618153365,0.0312989045383412,0.275430359937402,0.0312989045383412,0.0125195618153365,0.0782472613458529,0.0359937402190923,0.02660406885759,0.0125195618153365,0.00782472613458529,0.0312989045383412,0.0219092331768388,0.00782472613458529,0.0219092331768388,0.02660406885759,0.0219092331768388,0.0359937402190923,0.0359937402190923,0.02660406885759,0.0172143974960876,0.00782472613458529,0.00782472613458529,0.00782472613458529,0.0641627543035994,0.0125195618153365
"9",0.029810298102981,0.021680216802168,0.021680216802168,0.029810298102981,0.029810298102981,0.013550135501355,0.013550135501355,0.046070460704607,0.021680216802168,0.013550135501355,0.029810298102981,0.013550135501355,0.200542005420054,0.0704607046070461,0.013550135501355,0.029810298102981,0.013550135501355,0.029810298102981,0.037940379403794,0.021680216802168,0.029810298102981,0.029810298102981,0.021680216802168,0.021680216802168,0.029810298102981,0.0785907859078591,0.013550135501355,0.013550135501355,0.037940379403794,0.021680216802168
"10",0.0196078431372549,0.0269607843137255,0.0343137254901961,0.0269607843137255,0.0122549019607843,0.0122549019607843,0.0196078431372549,0.0857843137254902,0.0269607843137255,0.0269607843137255,0.115196078431373,0.0563725490196078,0.0122549019607843,0.0196078431372549,0.0122549019607843,0.0196078431372549,0.0269607843137255,0.0416666666666667,0.071078431372549,0.0196078431372549,0.0122549019607843,0.0122549019607843,0.0122549019607843,0.0122549019607843,0.0196078431372549,0.0269607843137255,0.0122549019607843,0.0416666666666667,0.151960784313726,0.0122549019607843
